drug_1_CID,drug_1_name,drug_1_SMILES,relationship,drug_2_CID,drug_2_name,drug_2_SMILES
CID000002118,Alprazolam,CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4,gastric inflammation,CID000154059,solifenacin,C1CN2CCC1C(C2)OC(=O)N3CCC4=CC=CC=C4C3C5=CC=CC=C5
CID000002118,Alprazolam,CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4,gastric inflammation,CID000002764,85721-33-1,C1CC1N2C=C(C(=O)C3=CC(=C(C=C32)N4CCNCC4)F)C(=O)O
CID000002118,Alprazolam,CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4,bundle branch block right,CID000110635,171596-29-5,CN1CC(=O)N2C(C1=O)CC3=C(C2C4=CC5=C(C=C4)OCO5)NC6=CC=CC=C36
CID000002118,Alprazolam,CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4,Extrasystoles Ventricular,CID000003152,120014-06-4,COC1=C(C=C2C(=C1)CC(C2=O)CC3CCN(CC3)CC4=CC=CC=C4)OC
CID000002118,Alprazolam,CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4,excessive thirst,CID000003404,5-Methoxy-1-[4-(trifluoromethyl)phenyl]-1-pentanone O-(2-aminoethyl)oxime,COCCCCC(=NOCCN)C1=CC=C(C=C1)C(F)(F)F
CID000002118,Alprazolam,CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4,Adenopathy,CID000004178,31828-71-4,CC1=C(C(=CC=C1)C)OCC(C)N
CID000002118,Alprazolam,CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4,back injury,CID000004171,Metoprolol,CC(C)NCC(COC1=CC=C(C=C1)CCOC)O
CID000002118,Alprazolam,CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4,High blood pressure,CID000005454,5591-45-7,CN1CCN(CC1)CCC=C2C3=CC=CC=C3SC4=C2C=C(C=C4)S(=O)(=O)N(C)C
CID000002118,Alprazolam,CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4,gastric inflammation,CID000004900,"17,21-Dihydroxypregna-1,4-diene-3,11,20-trione",CC12CC(=O)C3C(C1CCC2(C(=O)CO)O)CCC4=CC(=O)C=CC34C
CID000002118,Alprazolam,CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4,apoplexy,CID000003767,Isoniazid,C1=CN=CC=C1C(=O)NN
CID000002118,Alprazolam,CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4,bursitis,CID000002609,Lilly 99638,C1C(=C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)O)Cl
CID000002118,Alprazolam,CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4,malnourished,CID000004609,(2-azanidylcyclohexyl)azanide;oxalic acid;platinum(2+),C1CCC(C(C1)[NH-])[NH-].C(=O)(C(=O)O)O.[Pt+2]
CID000002118,Alprazolam,CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4,Infection Urinary Tract,CID000074989,95233-18-4,C1CC(CCC1C2=CC=C(C=C2)Cl)C3=C(C4=CC=CC=C4C(=O)C3=O)O
CID000002118,Alprazolam,CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4,gastric inflammation,CID000068740,118072-93-8,C1=CN(C=N1)CC(O)(P(=O)(O)O)P(=O)(O)O
CID000002118,Alprazolam,CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4,thrombocytopenia,CID000216239,Sorafenib,CNC(=O)C1=NC=CC(=C1)OC2=CC=C(C=C2)NC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F
CID000002118,Alprazolam,CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4,gastric inflammation,CID000003877,Lamivudine,C1C(OC(S1)CO)N2C=CC(=NC2=O)N
CID000002118,Alprazolam,CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4,gastric inflammation,CID000003878,Lamotrigine,C1=CC(=C(C(=C1)Cl)Cl)C2=C(N=C(N=N2)N)N
CID000002118,Alprazolam,CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4,Hypercapnia,CID000002474,Bupivacaine,CCCCN1CCCCC1C(=O)NC2=C(C=CC=C2C)C
CID000002118,Alprazolam,CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4,drug toxicity NOS,CID000002476,"17-(Cyclopropylmethyl)-18-(2-hydroxy-3,3-dimethyl-2-butanyl)-6-methoxy-18,19-dihydro-4,5-epoxy-6,14-ethenomorphinan-3-ol",CC(C)(C)C(C)(C1CC23CCC1(C4C25CCN(C3CC6=C5C(=C(C=C6)O)O4)CC7CC7)OC)O
CID000002118,Alprazolam,CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4,erythema,CID000002471,Bumetanide,CCCCNC1=C(C(=CC(=C1)C(=O)O)S(=O)(=O)N)OC2=CC=CC=C2
CID000002118,Alprazolam,CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4,back injury,CID000005078,144034-80-0,CN(C)CCC1=CNC2=C1C=C(C=C2)CN3C=NC=N3
CID000002118,Alprazolam,CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4,apoplexy,CID000005077,rac-Rivastigmine,CCN(C)C(=O)OC1=CC=CC(=C1)C(C)N(C)C
CID000002118,Alprazolam,CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4,methaemoglobinaemia,CID000004856,"3-[Hydroxy(2-pyridinylamino)methylene]-2-methyl-2,3-dihydro-4H-1,2-benzothiazin-4-one 1,1-dioxide",CN1C(=C(NC2=CC=CC=N2)O)C(=O)C3=CC=CC=C3S1(=O)=O
CID000002118,Alprazolam,CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4,angiitis,CID000004264,"9-{[4-(3,4-dihydroxy-5-{[3-(3-hydroxybutan-2-yl)oxiran-2-yl]methyl}oxan-2-yl)-3-methylbut-2-enoyl]oxy}nonanoic acid",CC(C1C(O1)CC2COC(C(C2O)O)CC(=CC(=O)OCCCCCCCCC(=O)O)C)C(C)O
CID000002118,Alprazolam,CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4,gastric inflammation,CID000003154,120280-13-9,CCNC1CC(S(=O)(=O)C2=C1C=C(S2)S(=O)(=O)N)C
CID000002118,Alprazolam,CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4,myelodysplasia,CID000003157,Doxazosin,COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4COC5=CC=CC=C5O4)N)OC
CID000002118,Alprazolam,CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4,cholecystitis,CID000004409,42924-53-8,CC(=O)CCC1=CC2=C(C=C1)C=C(C=C2)OC
CID000002118,Alprazolam,CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4,Amnesia,CID005329102,557795-19-4,CCN(CC)CCNC(=O)C1=C(NC(=C1C)C=C2C3=C(C=CC(=C3)F)NC2=O)C
CID000002118,Alprazolam,CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4,Dyspnea exertional,CID000002160,50-48-6,CN(C)CCC=C1C2=CC=CC=C2CCC3=CC=CC=C31
CID000002118,Alprazolam,CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4,cholecystitis,CID000054688,CHEMBL143,CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)OC)C)C)O)(C)O
CID000002118,Alprazolam,CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4,apoplexy,CID000003414,Dioxidophosphinecarboxylate oxide,C(=O)([O-])P(=O)([O-])[O-]
CID000002118,Alprazolam,CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4,disorders of lipid metabolism,CID000002732,chlortalidone,C1=CC=C2C(=C1)C(=O)NC2(C3=CC(=C(C=C3)Cl)S(=O)(=O)N)O
CID000002118,Alprazolam,CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4,Adenopathy,CID000003062,"3-{[2,6-Dideoxyhexopyranosyl-(1->4)-2,6-dideoxyhexopyranosyl-(1->4)-2,6-dideoxyhexopyranosyl]oxy}-12,14-dihydroxycard-20(22)-enolide",CC1C(C(CC(O1)OC2C(OC(CC2O)OC3C(OC(CC3O)OC4CCC5(C(C4)CCC6C5CC(C7(C6(CCC7C8=CC(=O)OC8)O)C)O)C)C)C)O)O
CID000002118,Alprazolam,CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4,apoplexy,CID000003066,"5′-Benzyl-12′-hydroxy-2′-methyl-3′,6′,18-trioxo-9,10-dihydroergotaman",CC1(C(=O)N2C(C(=O)N3CCCC3C2(O1)O)CC4=CC=CC=C4)NC(=O)C5CC6C(CC7=CNC8=CC=CC6=C78)N(C5)C
CID000002118,Alprazolam,CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4,Adenopathy,CID000004771,122-09-8,CC(C)(CC1=CC=CC=C1)N
CID000002118,Alprazolam,CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4,enlarged liver,CID005493381,"4-[(3Z,5E)-3,5-bis(6-oxocyclohexa-2,4-dien-1-ylidene)-1,2,4-triazolidin-1-yl]benzoic acid",C1=CC(=C2NC(=C3C=CC=CC3=O)N(N2)C4=CC=C(C=C4)C(=O)O)C(=O)C=C1
CID000002118,Alprazolam,CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4,thrombocytopenia,CID000151165,Alternative Stereochemistry Form of Aprepitant CSID133235,CC(C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F)OC2C(N(CCO2)CC3=NC(=O)NN3)C4=CC=C(C=C4)F
CID000002118,Alprazolam,CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4,erythema,CID000002733,95-25-0,C1=CC2=C(C=C1Cl)NC(=O)O2
CID000002118,Alprazolam,CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4,Adenopathy,CID000005426,Thalidomide,C1CC(=O)NC(=O)C1N2C(=O)C3=CC=CC=C3C2=O
CID000002118,Alprazolam,CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4,back injury,CID000003961,114798-26-4,CCCCC1=NC(=C(N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NNN=N4)CO)Cl
CID000002118,Alprazolam,CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4,gastric inflammation,CID000003962,79952-43-5,CCC(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC3CC(CC(=O)O3)O)C
CID000002118,Alprazolam,CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4,haemorrhage rectum,CID000003385,Fluorouracil,C1=C(C(=O)NC(=O)N1)F
CID000002118,Alprazolam,CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4,apoplexy,CID000443871,"N-{[(1S,3S)-3-Isopropylcyclohexyl]carbonyl}-D-phenylalanine",CC(C)C1CCCC(C1)C(=O)NC(CC2=CC=CC=C2)C(=O)O
CID000002118,Alprazolam,CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4,Sinus headache,CID000004634,oxybutynin,CCN(CC)CC#CCOC(=O)C(C1CCCCC1)(C2=CC=CC=C2)O
CID000002118,Alprazolam,CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4,bradycardia,CID000213039,Darunavir,CC(C)CN(CC(C(CC1=CC=CC=C1)NC(=O)OC2COC3C2CCO3)O)S(=O)(=O)C4=CC=C(C=C4)N
CID000002118,Alprazolam,CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4,cholecystitis,CID000002284,1134-47-0,C1=CC(=CC=C1C(CC(=O)O)CN)Cl
CID000002118,Alprazolam,CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4,apoplexy,CID000002283,SR-05000001570,CCC(C)C1C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N1)CCCN)CCCCNC(=O)C(C(C)CC)NC(=O)C(CCC(=O)O)NC(=O)C(CC(C)C)NC(=O)C2CSC(=N2)C(C(C)CC)N)CC(=O)N)CC(=O)O)CC3=CN=CN3)CC4=CC=CC=C4
CID000002118,Alprazolam,CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4,apoplexy,CID000054841,83015-26-3,CC1=CC=CC=C1OC(CCNC)C2=CC=CC=C2
CID000002118,Alprazolam,CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4,drug toxicity NOS,CID000005040,Rapamycin-d3,CC1CCC2CC(C(=CC=CC=CC(CC(C(=O)C(C(C(=CC(C(=O)CC(OC(=O)C3CCCCN3C(=O)C(=O)C1(O2)O)C(C)CC4CCC(C(C4)OC)O)C)C)O)OC)C)C)C)OC
CID000002118,Alprazolam,CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4,gastric inflammation,CID000125889,R-Pregabalin,CC(C)CC(CC(=O)O)CN
CID000002118,Alprazolam,CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4,constipated,CID003085017,52757-95-6,C=CCN.C1C(O1)CCl
CID000002118,Alprazolam,CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4,apoplexy,CID000003108,Dipyridamole,C1CCN(CC1)C2=NC(=NC3=C2N=C(N=C3N4CCCCC4)N(CCO)CCO)N(CCO)CCO
CID000002118,Alprazolam,CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4,sunburn,CID000002995,Desipramine,CNCCCN1C2=CC=CC=C2CCC3=CC=CC=C31
CID000002118,Alprazolam,CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4,eruption,CID005311027,Bimatoprost,CCNC(=O)CCCC=CCC1C(CC(C1C=CC(CCC2=CC=CC=C2)O)O)O
CID000002118,Alprazolam,CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4,confusion,CID000003372,Fluphenazine,C1CN(CCN1CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F)CCO
CID000002118,Alprazolam,CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4,thrombocytopenia,CID000003379,"12-Fluoro-6b-glycoloyl-5-hydroxy-4a,6a,8,8-tetramethyl-4a,4b,5,6,6a,6b,9a,10,10a,10b,11,12-dodecahydro-2H-naphtho[2′,1′:4,5]indeno[1,2-d][1,3]dioxol-2-one",CC1(OC2CC3C4CC(C5=CC(=O)C=CC5(C4C(CC3(C2(O1)C(=O)CO)C)O)C)F)C
CID000002118,Alprazolam,CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4,High blood pressure,CID000004064,meprobamate,CCCC(C)(COC(=O)N)COC(=O)N
CID000002118,Alprazolam,CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4,heart rate increased,CID000148211,Palonosetron,C1CC2CN(C(=O)C3=CC=CC(=C23)C1)C4CN5CCC4CC5
CID000002118,Alprazolam,CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4,increased white blood cell count,CID000002818,"8-chloro-11-(4-methylpiperazin-1-yl)-10H-dibenzo[b,e][1,4]diazepine",CN1CCN(CC1)C2=C3C=CC=CC3=NC4=C(N2)C=C(C=C4)Cl
CID000002118,Alprazolam,CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4,gastric inflammation,CID000004885,Dexpramipexole,CCCNC1CCC2=C(C1)SC(=N2)N
CID000002118,Alprazolam,CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4,gastric inflammation,CID000002311,Benazepril,CCOC(=O)C(CCC1=CC=CC=C1)NC2CCC3=CC=CC=C3N(C2=O)CC(=O)O
CID000002118,Alprazolam,CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4,arterial pressure NOS decreased,CID000002749,Ciclopirox,CC1=CC(=O)N(C(=C1)C2CCCCC2)O
CID000002118,Alprazolam,CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4,elevated cholesterol,CID000004748,Perphenazine,C1CN(CCN1CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)Cl)CCO
CID000002118,Alprazolam,CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4,eruption,CID000077993,143322-58-1,CN1CCCC1CC2=CNC3=C2C=C(C=C3)CCS(=O)(=O)C4=CC=CC=C4
CID000002118,Alprazolam,CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4,gastric inflammation,CID000124087,Desloratadine,C1CC2=C(C=CC(=C2)Cl)C(=C3CCNCC3)C4=C1C=CC=N4
CID000002118,Alprazolam,CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4,erythema multiforme,CID000003467,"4,6-Diamino-3-({3-amino-6-[1-(methylamino)ethyl]tetrahydro-2H-pyran-2-yl}oxy)-2-hydroxycyclohexyl 3-deoxy-4-C-methyl-3-(methylamino)pentopyranoside",CC(C1CCC(C(O1)OC2C(CC(C(C2O)OC3C(C(C(CO3)(C)O)NC)O)N)N)N)NC
CID000002118,Alprazolam,CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4,respiratory failure,CID000003461,3'-Epi Gemcitabine (Gemcitabine Impurity),C1=CN(C(=O)N=C1N)C2C(C(C(O2)CO)O)(F)F
CID000002118,Alprazolam,CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4,gastric inflammation,CID000003463,Gemfibrozil,CC1=CC(=C(C=C1)C)OCCCC(C)(C)C(=O)O
CID000002118,Alprazolam,CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4,loss of weight,CID000072054,"2-{1-[2-(2,3-Dihydro-1-benzofuran-5-yl)ethyl]pyrrolidin-3-yl}-2,2-diphenylacetamide",C1CN(CC1C(C2=CC=CC=C2)(C3=CC=CC=C3)C(=O)N)CCC4=CC5=C(C=C4)OCC5
CID000002118,Alprazolam,CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4,gastric inflammation,CID000003661,L-Hyoscyamine,CN1C2CCC1CC(C2)OC(=O)C(CO)C3=CC=CC=C3
CID000002118,Alprazolam,CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4,erythema,CID000002895,303-53-7,CN(C)CCC=C1C2=CC=CC=C2C=CC3=CC=CC=C31
CID000002118,Alprazolam,CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4,loss of weight,CID000002274,"2-[({1-(2-Amino-1,3-thiazol-4-yl)-2-[(2-methyl-4-oxo-1-sulfo-3-azetidinyl)amino]-2-oxoethylidene}amino)oxy]-2-methylpropanoic acid",CC1C(C(=O)N1S(=O)(=O)O)NC(=O)C(=NOC(C)(C)C(=O)O)C2=CSC(=N2)N
CID000002118,Alprazolam,CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4,High blood pressure,CID006398970,"(6R,7R)-7-{[(2-Amino-1,3-thiazol-4-yl)(hydroxyimino)acetyl]amino}-8-oxo-3-vinyl-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid",C=CC1=C(N2C(C(C2=O)NC(=O)C(=NO)C3=CSC(=N3)N)SC1)C(=O)O
CID000002118,Alprazolam,CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4,gastric inflammation,CID000004542,CHEBI:7630,CCC12CCC3C(C1CCC2(C#C)O)CCC4=CC(=O)CCC34
CID000002118,Alprazolam,CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4,gastric inflammation,CID000003032,"{2-[(2,6-Dichlorophenyl)amino]phenyl}acetate",C1=CC=C(C(=C1)CC(=O)[O-])NC2=C(C=CC=C2Cl)Cl
CID000002118,Alprazolam,CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4,deglutition disorder,CID000005472,Ticlopidine,C1CN(CC2=C1SC=C2)CC3=CC=CC=C3Cl
CID000002118,Alprazolam,CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4,loss of weight,CID000071158,Acamprosate,CC(=O)NCCCS(=O)(=O)O
CID000002118,Alprazolam,CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4,thrombocytopenia,CID005282044,"N-[(5aR,6aS,7S,9Z,10aS)-9-[Amino(hydroxy)methylene]-4,7-bis(dimethylamino)-1,10a,12-trihydroxy-8,10,11-trioxo-5,5a,6,6a,7,8,9,10,10a,11-decahydrotetracen-2-yl]-N~2~-tert-butylglycinamide",CC(C)(C)NCC(=O)NC1=CC(=C2CC3CC4C(C(=O)C(=C(N)O)C(=O)C4(C(=O)C3=C(C2=C1O)O)O)N(C)C)N(C)C
CID000002118,Alprazolam,CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4,Dyspnea exertional,CID000002550,EPICAPTOPRIL,CC(CS)C(=O)N1CCCC1C(=O)O
CID000002118,Alprazolam,CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4,methaemoglobinaemia,CID000005203,"SERTRALINE, CIS-(−)-",CNC1CCC(C2=CC=CC=C12)C3=CC(=C(C=C3)Cl)Cl
CID000002118,Alprazolam,CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4,weight gain,CID000057537,(±)-Rotigotine,CCCN(CCC1=CC=CS1)C2CCC3=C(C2)C=CC=C3O
CID000002118,Alprazolam,CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4,bursitis,CID000004547,Repaglinide,CCOC1=C(C=CC(=C1)CC(=O)NC(CC(C)C)C2=CC=CC=C2N3CCCCC3)C(=O)O
CID000002118,Alprazolam,CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4,weight gain,CID000002622,"7-{[(2-Amino-1,3-thiazol-4-yl)(methoxyimino)acetyl]amino}-3-[(1-methyl-1-pyrrolidiniumyl)methyl]-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylate",C[N+]1(CCCC1)CC2=C(N3C(C(C3=O)NC(=O)C(=NOC)C4=CSC(=N4)N)SC2)C(=O)[O-]
CID000003715,indometacin,CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)O,loss of weight,CID000004463,nevirapine,CC1=C2C(=NC=C1)N(C3=C(C=CC=N3)C(=O)N2)C4CC4
CID000003715,indometacin,CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)O,trigeminal neuralgia,CID000005155,Stavudine (d4T),CC1=CN(C(=O)NC1=O)C2C=CC(O2)CO
CID000003715,indometacin,CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)O,constipated,CID000060184,Perindopril,CCCC(C(=O)OCC)NC(C)C(=O)N1C2CCCCC2CC1C(=O)O
CID000003715,indometacin,CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)O,Adenopathy,CID000005732,Zolpidem,CC1=CC=C(C=C1)C2=C(N3C=C(C=CC3=N2)C)CC(=O)N(C)C
CID000003715,indometacin,CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)O,allergic dermatitis,CID000005731,"ZOLMITRIPTAN, (R)-",CN(C)CCC1=CNC2=C1C=C(C=C2)CC3COC(=O)N3
CID000003715,indometacin,CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)O,nausea,CID000005735,43200-80-2,CN1CCN(CC1)C(=O)OC2C3=NC=CN=C3C(=O)N2C4=NC=C(C=C4)Cl
CID000003715,indometacin,CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)O,erythema,CID000005401,Terazosin,COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4CCCO4)N)OC
CID000003715,indometacin,CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)O,apoplexy,CID000003962,79952-43-5,CCC(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC3CC(CC(=O)O3)O)C
CID000003715,indometacin,CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)O,icterus,CID000060871,142340-99-6,CC(C)(C)C(=O)OCOP(=O)(COCCN1C=NC2=C(N=CN=C21)N)OCOC(=O)C(C)(C)C
CID000003715,indometacin,CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)O,apoplexy,CID000004170,Metolazone,CC1NC2=CC(=C(C=C2C(=O)N1C3=CC=CC=C3C)S(=O)(=O)N)Cl
CID000003715,indometacin,CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)O,back injury,CID000004171,Metoprolol,CC(C)NCC(COC1=CC=C(C=C1)CCOC)O
CID000003715,indometacin,CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)O,apoplexy,CID003468412,SCHEMBL1176571,CC1C=CC=CCCC=CC=CC=CC=CC(CC(C(C(CC(=O)CC(C(CCC(CC(CC(CC(=O)OC(C(C1O)C)C)O)O)O)O)O)O)C(=O)O)O)OC2C(C(C(C(O2)C)O)N)O
