STITCH 1,STITCH 2,Polypharmacy Side Effect,Side Effect Name
CID000002576,CID000002895,C0025637,methaemoglobinaemia
CID000002576,CID006398970,C0011854,insulin dependent diabetes mellitus
CID000002576,CID000003203,C0039231,heart rate increased
CID000002576,CID000005203,C0008325,cholecystitis
CID000002576,CID000005352,C0017152,gastric inflammation
CID000002576,CID000004542,C0025874,Breakthrough bleeding
CID000002541,CID000002585,C0231807,Dyspnea exertional
CID000002541,CID000005746,C0497247,arterial pressure NOS increased
CID000002541,CID000003962,C0038454,apoplexy
CID000002541,CID000003961,C0008325,cholecystitis
CID000002541,CID000003325,C0085602,excessive thirst
CID000002541,CID000003449,C0038454,apoplexy
CID000002541,CID005329102,C0038525,subarachnoid haemorrhage
CID000002541,CID000054688,C0702166,Acne
CID000002541,CID000197712,C0040034,thrombocytopenia
CID000002541,CID000005095,C0038454,apoplexy
CID000002541,CID000004943,C0008350,cholelithiasis
CID000002541,CID000004170,C0043096,loss of weight
CID000002541,CID000004171,C0017152,gastric inflammation
CID000002541,CID000002550,C0027441,nasopharyngitis
CID000002541,CID000041781,C0086543,cataract
CID000002541,CID000004991,C0043096,loss of weight
CID000002541,CID000002764,C0017152,gastric inflammation
CID000002541,CID000003419,C0038454,apoplexy
CID000002541,CID000003410,C0038454,apoplexy
CID000002541,CID000160051,C0007642,cellulitis
CID000002541,CID005493381,C0026986,myelodysplasia
CID000002541,CID000005533,C0042384,angiitis
CID000002541,CID000004911,C0019080,Bleeding
CID000002541,CID000004894,C0017152,gastric inflammation
CID000002541,CID000004893,C0151908,dry skin
CID000002541,CID000003516,C0497156,Adenopathy
CID000002541,CID000003510,C0040034,thrombocytopenia
CID000002541,CID000004409,C0043096,loss of weight
CID000002541,CID000004236,C0010692,Bladder inflammation
CID000002541,CID000068844,C0013221,drug toxicity NOS
CID000002541,CID000154059,C0014724,belching
CID000002541,CID000004819,C0232492,abdominal pain upper
CID000002541,CID000124087,C0038454,apoplexy
CID000002541,CID000003108,C0017152,gastric inflammation
CID000002541,CID000004609,C0702166,Acne
CID000002541,CID000003652,C0043096,loss of weight
CID000002541,CID000003657,C0038454,apoplexy
CID000002541,CID000060184,C0043094,weight gain
CID000002541,CID000002806,C0026986,myelodysplasia
CID000002541,CID000003463,C0043094,weight gain
CID000002541,CID000003461,C0042487,phlebothrombosis
CID000002541,CID000002678,C0041834,erythema
CID000002541,CID000003869,C0011616,contact dermatitis
CID000002541,CID000034312,C0011615,allergic dermatitis
CID000002541,CID000216239,C0041834,erythema
CID000002541,CID000072054,C0497247,arterial pressure NOS increased
CID000002541,CID003002190,C0497156,Adenopathy
CID000002541,CID000004674,C0017152,gastric inflammation
CID000002541,CID000005078,C0042384,angiitis
CID000002541,CID000005077,C0042384,angiitis
CID000002541,CID000060787,C0019080,Bleeding
CID000002541,CID000004264,C0042384,angiitis
CID000002541,CID000002708,C0020443,elevated cholesterol
CID000002541,CID000004547,C0006444,bursitis
CID000002541,CID000004091,C0008325,cholecystitis
CID000002541,CID000110635,C0262497,global amnesia
CID000002541,CID000016231,C0004604,Back Ache
CID000002541,CID000104741,C0043096,loss of weight
CID000002541,CID000003780,C0522055,abnormal ECG
CID000002541,CID000003784,C0040034,thrombocytopenia
CID000002541,CID000008953,C0013604,edema
CID000002541,CID000002622,C0040034,thrombocytopenia
CID000002541,CID000003114,C0022661,Chronic Kidney Disease
CID000002541,CID000003702,C0017152,gastric inflammation
CID000002541,CID000004168,C0014742,erythema multiforme
CID000002541,CID003468412,C0038454,apoplexy
CID000002541,CID000004740,C0008325,cholecystitis
CID000002541,CID000003310,C0002064,respiratory alkalosis
CID000002541,CID000005002,C0522055,abnormal ECG
CID000002541,CID000072938,C0030305,pancreatitis
CID000002541,CID000151165,C0039239,sinus tachycardia
CID000002541,CID000005212,C0151632,elevated erythrocyte sedimentation rate
CID000002541,CID000005210,C0080274,bladder retention
CID000002541,CID000004873,C0041834,erythema
CID000002541,CID000003062,C0008325,cholecystitis
CID000002541,CID000004599,C0007642,cellulitis
CID000002541,CID000068740,C0497156,Adenopathy
CID000002541,CID000003397,C0043096,loss of weight
CID000002541,CID000005291,C0013362,dysarthria
CID000002541,CID000003403,C0043094,weight gain
CID000002541,CID000004513,C0009319,colitis
CID000002541,CID000443871,C0037195,Sinus headache
CID000002541,CID000004499,C0020443,elevated cholesterol
CID000002541,CID000004900,C0004601,back injury
CID000002541,CID000004138,C0027404,narcolepsy
CID000002541,CID000005426,C0004604,Back Ache
CID000002541,CID003085017,C0042384,angiitis
CID000002541,CID000150310,C0036421,Scleroderma
CID000002541,CID000002658,C0004144,atelectasis
CID000002541,CID000002656,C0004144,atelectasis
CID000002541,CID000004205,C0043096,loss of weight
CID000002541,CID000004829,C0235527,right heart failure
CID000002541,CID000002895,C0038454,apoplexy
CID000002541,CID000002891,C0038454,apoplexy
CID000002541,CID000004075,C0019080,Bleeding
CID000002541,CID000003640,C0043096,loss of weight
CID000002541,CID000005732,C0008325,cholecystitis
CID000002541,CID000005735,C0043096,loss of weight
CID000002541,CID000093860,C0041834,erythema
CID000002541,CID000005152,C0151611,abnormal EEG
CID000002541,CID000005155,C0019080,Bleeding
CID000002541,CID000003032,C0026986,myelodysplasia
CID000002541,CID000004691,C0008325,cholecystitis
CID000002541,CID000005472,C0003811,Arrhythmia
CID000002541,CID000002609,C0009806,constipated
CID000002541,CID000125889,C0042384,angiitis
CID000002541,CID000005578,C0020443,elevated cholesterol
CID000002541,CID000153941,C0008325,cholecystitis
CID000002541,CID000003339,C0017152,gastric inflammation
CID000002541,CID000003333,C0231807,Dyspnea exertional
CID000002541,CID000003385,C0043096,loss of weight
CID000002541,CID000003003,C0042384,angiitis
CID000002541,CID000003827,C0020473,hyperlipaemia
CID000002541,CID000003825,C0043096,loss of weight
CID000002541,CID000005379,C0038454,apoplexy
CID000002541,CID000005372,C0035222,Acute Respiratory Distress Syndrome
CID000002541,CID004475485,C0017152,gastric inflammation
CID000002541,CID000060147,C0017152,gastric inflammation
CID000002541,CID000156419,C0040034,thrombocytopenia
CID000002541,CID000002771,C0026986,myelodysplasia
CID000002541,CID000003793,C0522055,abnormal ECG
CID000002541,CID000003203,C0428977,bradycardia
CID000002541,CID000077999,C0017152,gastric inflammation
CID000002541,CID000060843,C0038999,bulging
CID000002541,CID000003121,C0878544,Cardiomyopathy
CID000002541,CID000003902,C0043094,weight gain
CID000002541,CID000004253,C0041834,erythema
CID000002541,CID000004927,C0522055,abnormal ECG
CID000002541,CID000003715,C0038454,apoplexy
CID000002541,CID000005402,C0013604,edema
CID000002541,CID000005401,C0038454,apoplexy
CID000002541,CID000005408,C0043096,loss of weight
CID000002541,CID000004885,C0038454,apoplexy
CID000002541,CID000024486,C0497156,Adenopathy
CID000002541,CID000003367,C0040034,thrombocytopenia
CID000002541,CID000047725,C0003811,Arrhythmia
CID000002541,CID000005203,C0497156,Adenopathy
CID000002541,CID000054841,C0015230,eruption
CID000002541,CID000027991,C0020458,hyperhidrosis
CID000002541,CID000004585,C0522055,abnormal ECG
CID000002541,CID000004583,C0017152,gastric inflammation
CID000002541,CID000004052,C0017152,gastric inflammation
CID000002541,CID000003877,C0008325,cholecystitis
CID000002541,CID000004634,C0008325,cholecystitis
CID000002541,CID000060198,C0520474,aseptic necrosis bone
CID000002541,CID000060835,C0017152,gastric inflammation
CID000002541,CID000003157,C0043096,loss of weight
CID000002541,CID000003154,C0750426,increased white blood cell count
CID000002541,CID000003152,C0242379,lung neoplasm malignant
CID000002541,CID000005512,C0522055,abnormal ECG
CID000002541,CID000005514,C0038454,apoplexy
CID000002541,CID000003478,C0008325,cholecystitis
CID000002541,CID000003255,C0042384,angiitis
CID000002541,CID000002662,C0008325,cholecystitis
CID000002541,CID000003878,C0041834,erythema
CID000002541,CID000005040,C0020443,elevated cholesterol
CID000002541,CID000003672,C0004604,Back Ache
CID000002541,CID000003676,C0041912,Infection Upper Respiratory
CID000002541,CID000005978,C0040034,thrombocytopenia
CID000002541,CID000019090,C0017574,gingivitis
CID000002541,CID000005358,C0041834,erythema
CID000002541,CID000003404,C0020538,High blood pressure
CID000002585,CID000003672,C0008325,cholecystitis
CID000002585,CID000004900,C0025637,methaemoglobinaemia
CID000002585,CID000002713,C0017152,gastric inflammation
CID000002585,CID004659568,C0003811,Arrhythmia
CID000002585,CID000003676,C0017152,gastric inflammation
CID000002585,CID000153941,C0020538,High blood pressure
CID000002585,CID000005496,C0022661,Chronic Kidney Disease
CID000002585,CID004475485,C0008325,cholecystitis
CID000002585,CID000004829,C0008325,cholecystitis
CID000002585,CID000003449,C0017152,gastric inflammation
CID000002585,CID000005040,C0017152,gastric inflammation
CID000002585,CID000060877,C0018801,cardiac failure
CID000002585,CID000002895,C0041834,erythema
CID000002585,CID000002891,C0017152,gastric inflammation
CID000002585,CID000004614,C0038454,apoplexy
CID000002585,CID003081884,C0038454,apoplexy
CID000002585,CID000003108,C0015230,eruption
CID000002585,CID000005358,C0043096,loss of weight
CID000002585,CID000005352,C0015230,eruption
CID000002585,CID000003734,C0019209,enlarged liver
CID000002585,CID000004178,C0497156,Adenopathy
CID000002585,CID000004170,C0041834,erythema
CID000002585,CID000004171,C0017152,gastric inflammation
CID000002585,CID000002818,C0011168,deglutition disorder
CID000002585,CID006398970,C0017152,gastric inflammation
CID000002585,CID000004691,C0497156,Adenopathy
CID000002585,CID000034312,C0008325,cholecystitis
CID000002585,CID000443871,C0017152,gastric inflammation
CID000002585,CID000005095,C0017152,gastric inflammation
CID000002585,CID000003637,C0017152,gastric inflammation
CID000002585,CID000005426,C0017152,gastric inflammation
CID000002585,CID005329102,C0030583,parotitis
CID000002585,CID000002764,C0008325,cholecystitis
CID000002585,CID000003419,C0008325,cholecystitis
CID000002585,CID000003410,C0041834,erythema
CID000002585,CID000003339,C0016665,fracture nonunion
CID000002585,CID000003333,C0017152,gastric inflammation
CID000002585,CID000072054,C0014742,erythema multiforme
CID000002585,CID000005212,C0008325,cholecystitis
CID000002585,CID000160051,C0007642,cellulitis
CID000002585,CID000041781,C0008325,cholecystitis
CID000002585,CID000004856,C0004604,Back Ache
CID000002585,CID000002756,C0014742,erythema multiforme
CID000002585,CID000003516,C0043096,loss of weight
CID000002585,CID000003825,C0043096,loss of weight
CID000002585,CID000003767,C0027726,nephrotic syndrome
CID000002585,CID000004236,C0038454,apoplexy
CID000002585,CID000005672,C0004144,atelectasis
CID000002585,CID000003203,C0020538,High blood pressure
CID000002585,CID000024486,C0043096,loss of weight
CID000002585,CID000005533,C0008325,cholecystitis
CID000002585,CID005311039,C0040034,thrombocytopenia
CID000002585,CID000003042,C0043094,weight gain
CID000002585,CID000005732,C0026986,myelodysplasia
CID000002585,CID000005735,C0043096,loss of weight
CID000002585,CID000003902,C0017152,gastric inflammation
CID000002585,CID000003652,C0013221,drug toxicity NOS
CID000002585,CID000004927,C0017152,gastric inflammation
CID000002585,CID000036811,C0019158,hepatitis
CID000002585,CID000002732,C0022661,Chronic Kidney Disease
CID000002585,CID000004885,C0017152,gastric inflammation
CID000002585,CID000004771,C0013604,edema
CID000002585,CID000150310,C0043096,loss of weight
CID000002585,CID000003510,C0017152,gastric inflammation
CID000002585,CID000197712,C0043094,weight gain
CID000002585,CID000003367,C0020538,High blood pressure
CID000002585,CID000005472,C0013362,dysarthria
CID000002585,CID000002978,C0043096,loss of weight
CID000002585,CID000002973,C0011854,insulin dependent diabetes mellitus
CID000002585,CID000003463,C0017152,gastric inflammation
CID000002585,CID000003461,C0008325,cholecystitis
CID000002585,CID000003877,C0004144,atelectasis
CID000002585,CID000003878,C0042384,angiitis
CID000002585,CID000125889,C0041834,erythema
CID000002585,CID000002678,C0231807,Dyspnea exertional
CID000002585,CID000004634,C0038454,apoplexy
CID000002585,CID000054374,C0017152,gastric inflammation
CID000002585,CID000003148,C0015230,eruption
CID000002585,CID000004195,C0263912,rotator cuff syndrome
CID000002585,CID003085017,C0025637,methaemoglobinaemia
CID000002585,CID000003661,C0017152,gastric inflammation
CID000002585,CID000036339,C0019080,Bleeding
CID000002585,CID000068740,C0497156,Adenopathy
CID000002585,CID000004547,C0013362,dysarthria
CID000002585,CID000004264,C0007642,cellulitis
CID000002585,CID000003255,C0263912,rotator cuff syndrome
CID000002585,CID000004091,C0008325,cholecystitis
CID000002585,CID000060147,C0497156,Adenopathy
CID000002585,CID000005486,C0040034,thrombocytopenia
CID000002585,CID000002786,C0040997,trigeminal neuralgia
CID000002585,CID000003780,C0497156,Adenopathy
CID000002585,CID000003784,C0015230,eruption
CID000002585,CID000077999,C0008320,cholecystectomies
CID000002585,CID000077993,C0231807,Dyspnea exertional
CID000002585,CID000005078,C0017152,gastric inflammation
CID000002585,CID000060843,C1260880,rhinorrhea
CID000002585,CID000093860,C0004604,Back Ache
CID000002585,CID000004138,C0004144,atelectasis
CID000002585,CID000002622,C0017152,gastric inflammation
CID000002585,CID000005234,C0017152,gastric inflammation
CID000002585,CID000003114,C0040034,thrombocytopenia
CID000002585,CID000004463,C0042029,Infection Urinary Tract
CID000002585,CID000005402,C0013182,Drug hypersensitivity
CID000002585,CID000005401,C0004604,Back Ache
CID000002585,CID000005408,C0043096,loss of weight
CID000002585,CID000110635,C0015230,eruption
CID000002585,CID000003702,C0017152,gastric inflammation
CID000002585,CID000005379,C0162316,iron deficiency anaemia
CID000002585,CID000004168,C0017152,gastric inflammation
CID000002585,CID005493381,C0026986,myelodysplasia
CID000002585,CID000016231,C0040034,thrombocytopenia
CID000002585,CID000003962,C0497156,Adenopathy
CID000002585,CID000003961,C0017152,gastric inflammation
CID000002585,CID000008953,C0025637,methaemoglobinaemia
CID000002585,CID000115237,C0004134,Ataxia
CID000002585,CID000024011,C0003811,Arrhythmia
CID000002585,CID000004253,C0025637,methaemoglobinaemia
CID000002585,CID000003062,C0497156,Adenopathy
CID000002585,CID000004599,C0018800,cardiac enlargement
CID000002585,CID000005719,C0038454,apoplexy
CID000002585,CID000060198,C0042384,angiitis
CID000002585,CID000004943,C0017152,gastric inflammation
CID000002585,CID000148211,C0014742,erythema multiforme
CID000002585,CID000003403,C0497156,Adenopathy
CID000002585,CID000003404,C0027441,nasopharyngitis
CID000002585,CID000072938,C0004604,Back Ache
CID000002585,CID000005002,C0151636,Extrasystoles Ventricular
CID000002585,CID000060835,C0004601,back injury
CID000002585,CID000508230,C0522055,abnormal ECG
CID000002585,CID000004513,C0026986,myelodysplasia
CID000002585,CID000004499,C0011615,allergic dermatitis
CID000002585,CID000002955,C0025637,methaemoglobinaemia
CID000002585,CID000002951,C0036572,convulsion
CID000002585,CID000003657,C0497156,Adenopathy
CID000002585,CID003002190,C0020538,High blood pressure
CID000002585,CID005311082,C0038454,apoplexy
CID000002585,CID000002658,C0497156,Adenopathy
CID000002585,CID000002656,C0026986,myelodysplasia
CID000002585,CID000003385,C0043096,loss of weight
CID000002585,CID000005291,C0151611,abnormal EEG
CID000002585,CID000091270,C0041834,erythema
CID000002585,CID000004991,C0043096,loss of weight
CID000002585,CID000004075,C0040034,thrombocytopenia
CID000002585,CID000156419,C0043096,loss of weight
CID000002585,CID000003640,C0041834,erythema
CID000002585,CID000004911,C0043094,weight gain
CID000002585,CID000005394,C0011615,allergic dermatitis
CID000002585,CID000005978,C0007642,cellulitis
CID000002585,CID000004205,C0017152,gastric inflammation
CID000002585,CID000019090,C0497156,Adenopathy
CID000002585,CID000004894,C0017152,gastric inflammation
CID000002585,CID000004893,C0038454,apoplexy
CID000002585,CID000154059,C0014724,belching
CID000002585,CID000003478,C0008325,cholecystitis
CID000002585,CID000003032,C0017152,gastric inflammation
CID000002585,CID000003379,C0038454,apoplexy
CID000002585,CID000444013,C0023518,leucocytosis
CID000002585,CID000054688,C0041834,erythema
CID000002585,CID000004812,C0041834,erythema
CID000002585,CID000004819,C0016665,fracture nonunion
CID000002585,CID000003454,C0018099,gout
CID000002585,CID000003869,C0038454,apoplexy
CID000002585,CID000002609,C0038525,subarachnoid haemorrhage
CID000002585,CID000004603,C0017152,gastric inflammation
CID000002585,CID000004609,C0043096,loss of weight
CID000002585,CID000005152,C0497156,Adenopathy
CID000002585,CID000005155,C0004144,atelectasis
CID000002585,CID000003724,C0042510,ventricular fibrillation
CID000002585,CID000002806,C0025637,methaemoglobinaemia
CID000002585,CID000216239,C0038454,apoplexy
CID000002585,CID003468412,C0041834,erythema
CID000002585,CID000041317,C0009676,confusion
CID000002585,CID000005578,C0017152,gastric inflammation
CID000002585,CID000003003,C0497156,Adenopathy
CID000002585,CID003062316,C0015230,eruption
CID000002585,CID000002771,C0017152,gastric inflammation
CID000002585,CID000003793,C0522055,abnormal ECG
CID000002585,CID000003325,C0878544,Cardiomyopathy
CID000002585,CID000004674,C0038454,apoplexy
CID000002585,CID000003121,C0024523,malabsorption
CID000002585,CID000003715,C0041909,upper gastrointestinal bleeding
CID000002585,CID000004845,C0043094,weight gain
CID000002585,CID000068844,C0011854,insulin dependent diabetes mellitus
CID000002585,CID000124087,C0263912,rotator cuff syndrome
CID000002585,CID000005525,C0003537,aphasia
CID000002585,CID005311027,C0011854,insulin dependent diabetes mellitus
CID000002585,CID000003467,C0025637,methaemoglobinaemia
CID000002585,CID000004585,C0008325,cholecystitis
CID000002585,CID000004583,C0008325,cholecystitis
CID000002585,CID000004058,C0041834,erythema
CID000002585,CID000004053,C0040034,thrombocytopenia
CID000002585,CID000004052,C0497156,Adenopathy
CID000002585,CID000060184,C0017152,gastric inflammation
CID000002585,CID000213039,C0019079,coughing blood
CID000002585,CID000004748,C0003504,aortic regurgitation
CID000002585,CID000004740,C0026986,myelodysplasia
CID000002585,CID000004409,C0042384,angiitis
CID000002585,CID000003310,C1260880,rhinorrhea
CID000002585,CID000005203,C0008325,cholecystitis
CID000002585,CID000054547,C0003504,aortic regurgitation
CID000002585,CID000056959,C0041912,Infection Upper Respiratory
CID000002585,CID000054841,C0014130,endocrine disorder
CID000002585,CID000003157,C0008325,cholecystitis
CID000002585,CID000003154,C0017152,gastric inflammation
CID000002585,CID000003152,C0025637,methaemoglobinaemia
CID000002585,CID000004873,C0025637,methaemoglobinaemia
CID000002585,CID000005372,C0017152,gastric inflammation
CID000002585,CID000002662,C0017152,gastric inflammation
CID000002585,CID000125017,C0043094,weight gain
CID000002585,CID000003741,C0242429,pain in throat
CID000002585,CID000005512,C0006112,metabolic encephalopathy
CID000002585,CID000005514,C0231807,Dyspnea exertional
CID000004599,CID000005078,C0008325,cholecystitis
CID000004599,CID000077999,C0017152,gastric inflammation
CID000004599,CID000004885,C0032285,neumonia
CID000004599,CID000005095,C0006444,bursitis
CID000004599,CID000060198,C0497156,Adenopathy
CID000004599,CID000443871,C0522055,abnormal ECG
CID000004599,CID000154059,C0263912,rotator cuff syndrome
CID000004599,CID000005719,C0263912,rotator cuff syndrome
CID000004599,CID000004900,C0011854,insulin dependent diabetes mellitus
CID000004599,CID000004634,C0008325,cholecystitis
CID000004599,CID000004771,C0497156,Adenopathy
CID000004599,CID000124087,C0008325,cholecystitis
CID000004599,CID000060835,C0004601,back injury
CID000004599,CID000005732,C0008325,cholecystitis
CID000004599,CID000060147,C0038454,apoplexy
CID000004599,CID000125889,C0263912,rotator cuff syndrome
CID000004599,CID000005210,C0017152,gastric inflammation
CID000004599,CID000005212,C0004601,back injury
CID000004599,CID000005578,C0038454,apoplexy
CID000004599,CID000008953,C0013362,dysarthria
CID000004599,CID000060865,C0006444,bursitis
CID000004599,CID000004894,C0018099,gout
CID000004599,CID004475485,C0043096,loss of weight
CID000004599,CID000005203,C0017152,gastric inflammation
CID000004599,CID000005358,C0008325,cholecystitis
CID000004599,CID000004927,C0011615,allergic dermatitis
CID000004599,CID000005735,C0004601,back injury
CID000004599,CID000016231,C0017152,gastric inflammation
CID000004599,CID000005512,C0702166,Acne
CID000004599,CID000005514,C0043096,loss of weight
CID000004599,CID000034312,C0004601,back injury
CID000004599,CID000005002,C0008325,cholecystitis
CID000004599,CID000004999,C0263912,rotator cuff syndrome
CID000004599,CID000004691,C0008325,cholecystitis
CID000004599,CID000004674,C0038454,apoplexy
CID000004599,CID000054688,C0038454,apoplexy
CID000004599,CID000004829,C0008325,cholecystitis
CID000004599,CID000060184,C0008325,cholecystitis
CID000004599,CID000005152,C0008325,cholecystitis
CID000004599,CID000004873,C0008325,cholecystitis
CID000004599,CID000005731,C0037199,Sinusitis
CID000004599,CID000072054,C0263912,rotator cuff syndrome
CID000019090,CID003468412,C0002064,respiratory alkalosis
CID000019090,CID000124087,C0043096,loss of weight
CID000019090,CID000077999,C0038454,apoplexy
CID000019090,CID000151165,C0013221,drug toxicity NOS
CID000019090,CID000213039,C0018989,hemiparesis
CID000019090,CID000054374,C0043096,loss of weight
CID000019090,CID000065027,C0151699,haemorrhage intracranial
CID000019090,CID000060198,C0041834,erythema
CID000019090,CID000060147,C0008325,cholecystitis
CID000019090,CID000068740,C0008325,cholecystitis
CID000019090,CID005493381,C0040034,thrombocytopenia
CID000019090,CID000197712,C0027497,nausea
CID000019090,CID000047725,C0043096,loss of weight
CID000019090,CID000125889,C0043096,loss of weight
CID000019090,CID000443871,C0021845,intestinal perforation
CID000019090,CID000093860,C0008325,cholecystitis
CID000019090,CID000054688,C0038454,apoplexy
CID000019090,CID005311027,C0017601,glaucoma
CID000019090,CID000060835,C0008325,cholecystitis
CID000019090,CID004475485,C0043096,loss of weight
CID000019090,CID005329102,C0497156,Adenopathy
CID000019090,CID000104741,C0043096,loss of weight
CID000019090,CID000060843,C0043094,weight gain
CID000019090,CID000148211,C0231807,Dyspnea exertional
CID000019090,CID003085017,C0043096,loss of weight
CID000019090,CID000216239,C0041755,ADVERSE DRUG EFFECT
CID000003640,CID000005512,C0038454,apoplexy
CID000003640,CID000005184,C0038454,apoplexy
CID000003640,CID000056339,C0041834,erythema
CID000003640,CID000004609,C0017152,gastric inflammation
CID000003640,CID000004856,C0008325,cholecystitis
CID000003640,CID000060787,C0016663,Bone Fracture Spontaneous
CID000003640,CID000004236,C0008325,cholecystitis
CID000003640,CID000005401,C0038454,apoplexy
CID000003640,CID000005408,C0008325,cholecystitis
CID000003640,CID000005496,C0043094,weight gain
CID000003640,CID000005155,C0043096,loss of weight
CID000003640,CID000005152,C0008325,cholecystitis
CID000003640,CID003468412,C0008325,cholecystitis
CID000003640,CID000041693,C0151699,haemorrhage intracranial
CID000003640,CID000054374,C0041834,erythema
CID000003640,CID000005002,C0008320,cholecystectomies
CID000003640,CID003085017,C0002064,respiratory alkalosis
CID000003640,CID000074989,C0020443,elevated cholesterol
CID000003640,CID000004205,C0008320,cholecystectomies
CID000003640,CID000054688,C0151611,abnormal EEG
CID000003640,CID000060696,C0040034,thrombocytopenia
CID000003640,CID000051263,C0007642,cellulitis
CID000003640,CID000151165,C0041834,erythema
CID000003640,CID000093860,C0038454,apoplexy
CID000003640,CID000024486,C0007642,cellulitis
CID000003640,CID000004170,C0043094,weight gain
CID000003640,CID000004900,C0030193,Pain
CID000003640,CID000005358,C0017152,gastric inflammation
CID000003640,CID000005379,C0009676,confusion
CID000003640,CID000004091,C0017152,gastric inflammation
CID000003640,CID000005291,C0011615,allergic dermatitis
CID000003640,CID005329102,C0085680,hypochloraemia
CID000003640,CID000003661,C0699744,ear infection
CID000003640,CID000005394,C0032285,neumonia
CID000003640,CID000004834,C0030193,Pain
CID000003640,CID000005978,C0008320,cholecystectomies
CID000003640,CID000004253,C0008325,cholecystitis
CID000003640,CID000034312,C0042384,angiitis
CID000003640,CID000003715,C0040034,thrombocytopenia
CID000003640,CID000012536,C0038454,apoplexy
CID000003640,CID000004740,C0020443,elevated cholesterol
CID000003640,CID000068740,C0497156,Adenopathy
CID000003640,CID000008953,C0013221,drug toxicity NOS
CID000003640,CID000003793,C0235527,right heart failure
CID000003640,CID000004463,C0038454,apoplexy
CID000003640,CID005493381,C0151766,Abnormal LFTs
CID000003640,CID000005453,C0013221,drug toxicity NOS
CID000003640,CID000004542,C0031154,peritonitis
CID000003640,CID000216239,C0043096,loss of weight
CID000003640,CID000125889,C0013362,dysarthria
CID000003640,CID000060147,C0497156,Adenopathy
CID000003640,CID000005095,C0006325,bruxism
CID000003640,CID000005372,C0026986,myelodysplasia
CID000003640,CID000041781,C0036974,cardiovascular collapse
CID000003640,CID000003767,C0151611,abnormal EEG
CID000003640,CID000004927,C0008325,cholecystitis
CID000003640,CID000005735,C0043096,loss of weight
CID000003640,CID000036339,C0040034,thrombocytopenia
CID000003640,CID000005402,C0011168,deglutition disorder
CID000003640,CID000005426,C0011615,allergic dermatitis
CID000003640,CID000004812,C0008325,cholecystitis
CID000003640,CID000005234,C0008325,cholecystitis
CID000003640,CID000003961,C0013362,dysarthria
CID000003640,CID000003962,C0027441,nasopharyngitis
CID000003640,CID000077999,C0041834,erythema
CID000003640,CID000027991,C0025637,methaemoglobinaemia
CID000003640,CID000004058,C0043094,weight gain
CID000003640,CID000004894,C0041834,erythema
CID000003640,CID000004885,C0043094,weight gain
CID000003640,CID000005578,C0026986,myelodysplasia
CID000003640,CID000004171,C0008325,cholecystitis
CID000003640,CID000004691,C0004601,back injury
CID000003640,CID000005210,C0017152,gastric inflammation
CID000003640,CID000005212,C0497156,Adenopathy
CID000003640,CID000036811,C0019080,Bleeding
CID000003640,CID000060865,C0026986,myelodysplasia
CID000003640,CID000213039,C0019158,hepatitis
CID000003640,CID000005732,C0025637,methaemoglobinaemia
CID000003640,CID000003672,C0008325,cholecystitis
CID000003640,CID000004991,C0039231,heart rate increased
CID000003640,CID005311039,C0020538,High blood pressure
CID000003640,CID000005533,C0008325,cholecystitis
CID000003640,CID000443871,C1260880,rhinorrhea
CID000003640,CID003002190,C0009806,constipated
CID000003640,CID000005672,C0009676,confusion
CID000003640,CID000004075,C0008325,cholecystitis
CID000003640,CID000047725,C0043096,loss of weight
CID000003640,CID000003702,C0043094,weight gain
CID000003640,CID000003706,C0020443,elevated cholesterol
CID000003640,CID000004943,C0235527,right heart failure
CID000003640,CID000003877,C0043096,loss of weight
CID000003640,CID000003878,C0001339,acute pancreatitis
CID000003640,CID000005731,C0029408,Osteoarthritis
CID000003640,CID000003676,C0017152,gastric inflammation
CID000003640,CID000003780,C0017152,gastric inflammation
CID000003640,CID006447131,C0497156,Adenopathy
CID000003640,CID000004634,C0042384,angiitis
CID000003640,CID000148211,C0043096,loss of weight
CID000003640,CID000004873,C0008325,cholecystitis
CID000003640,CID000004211,C0043096,loss of weight
CID000003640,CID000004829,C0497156,Adenopathy
CID000003640,CID000005040,C0497156,Adenopathy
CID000003640,CID000004168,C0017152,gastric inflammation
CID000003640,CID000005514,C0013221,drug toxicity NOS
CID000003640,CID000003825,C0032227,Pleural Effusion
CID000003640,CID000119182,C0013604,edema
CID000003640,CID000004425,C0001969,Alcoholic intoxication
CID000003640,CID005473385,C0013362,dysarthria
CID000003640,CID000003652,C0235527,right heart failure
CID000003640,CID000003657,C0043096,loss of weight
CID000003640,CID004475485,C0522055,abnormal ECG
CID000003640,CID000004583,C0231807,Dyspnea exertional
CID000003640,CID000004585,C0008325,cholecystitis
CID000003640,CID000005203,C0008325,cholecystitis
CID000003640,CID000004264,C0038454,apoplexy
CID000003640,CID000124087,C0041834,erythema
CID000003640,CID000047320,C0043096,loss of weight
CID000003640,CID000160051,C0030193,Pain
CID000003640,CID000004674,C0002064,respiratory alkalosis
CID000003640,CID000060835,C0038454,apoplexy
CID000003640,CID000004052,C0008325,cholecystitis
CID000003640,CID000060184,C0038999,bulging
CID000005512,CID000125017,C0027497,nausea
CID000005512,CID000057537,C0043096,loss of weight
CID000005512,CID000054841,C1260880,rhinorrhea
CID000005512,CID000110635,C0011168,deglutition disorder
CID000005512,CID000060835,C0017152,gastric inflammation
CID000005512,CID000041781,C0038454,apoplexy
