STITCH 1,STITCH 2,Polypharmacy Side Effect,Side Effect Name
CID000004044,CID000005645,C0032285,neumonia
CID000004044,CID000004691,C0041834,erythema
CID000004044,CID006447131,C0017152,gastric inflammation
CID000004044,CID000060787,C0017152,gastric inflammation
CID000004044,CID000004894,C0001339,acute pancreatitis
CID000004044,CID000004679,C0017152,gastric inflammation
CID000004044,CID000004889,C0004604,Back Ache
CID000004044,CID000004173,C0041834,erythema
CID000005376,CID000060852,C0043096,loss of weight
CID000005376,CID003468412,C1145670,respiratory failure
CID000005376,CID000005544,C0029925,Ovarian cancer
CID000005376,CID000005478,C0151908,dry skin
CID000005376,CID000005584,C0043096,loss of weight
CID000005376,CID006398525,C0038454,apoplexy
CID000005376,CID000005732,C0017152,gastric inflammation
CID000005376,CID000170361,C0009676,confusion
CID000005376,CID000062924,C0037195,Sinus headache
CID000005376,CID000005978,C0040034,thrombocytopenia
CID000005376,CID000005394,C0020443,elevated cholesterol
CID000005376,CID000005645,C0043094,weight gain
CID000005376,CID000005512,C1458155,breast neoplasm
CID000005376,CID000060184,C0041834,erythema
CID000005376,CID000005650,C0043096,loss of weight
CID000005376,CID000019090,C0043096,loss of weight
CID000004543,CID000005245,C0038454,apoplexy
CID000004543,CID000005650,C0038454,apoplexy
CID000004543,CID000004679,C0017152,gastric inflammation
CID000004543,CID000160051,C0085631,agitated
CID000004543,CID000110635,C0040034,thrombocytopenia
CID000004543,CID000012536,C0017152,gastric inflammation
CID000004543,CID000005073,C0085631,agitated
CID000004543,CID000004900,C0025637,methaemoglobinaemia
CID000004543,CID000170361,C0043096,loss of weight
CID000004543,CID000004894,C0026986,myelodysplasia
CID000004543,CID000060787,C0022346,icterus
CID000004543,CID006398525,C0004601,back injury
CID000004543,CID000004614,C0017152,gastric inflammation
CID000004543,CID000005732,C0041834,erythema
CID000004543,CID000005152,C0151908,dry skin
CID000004543,CID000005645,C0038454,apoplexy
CID000004543,CID000005487,C0011854,insulin dependent diabetes mellitus
CID000004543,CID000077992,C0039231,heart rate increased
CID000004543,CID000004927,C0017152,gastric inflammation
CID000004543,CID000004920,C0043096,loss of weight
CID000004543,CID000005719,C0497156,Adenopathy
CID000004543,CID000004856,C0017152,gastric inflammation
CID000004543,CID000005512,C0038454,apoplexy
CID000004543,CID000004666,C0085631,agitated
CID000004543,CID000004889,C0017152,gastric inflammation
CID000004543,CID000019090,C0012833,dizziness
CID000004543,CID000005358,C0017152,gastric inflammation
CID000004543,CID000005352,C0043096,loss of weight
CID000004543,CID000005544,C0041834,erythema
CID000004543,CID003468412,C0038454,apoplexy
CID000004543,CID000004748,C0011854,insulin dependent diabetes mellitus
CID000004543,CID000062924,C0041834,erythema
CID000004543,CID000060854,C0038454,apoplexy
CID000004543,CID000060852,C0043096,loss of weight
CID000004543,CID000004585,C0017152,gastric inflammation
CID000004543,CID000004601,C0497156,Adenopathy
CID000004543,CID000004691,C0025637,methaemoglobinaemia
CID000004543,CID000005095,C0013362,dysarthria
CID000005650,CID000060184,C0038454,apoplexy
CID000005650,CID000027686,C0206062,ild
CID000005650,CID005493444,C0522055,abnormal ECG
CID000005650,CID004479097,C0085786,fibrosing alveolitis
CID000005650,CID000005732,C0041834,erythema
CID000005650,CID003468412,C0008325,cholecystitis
CID000005650,CID000039765,C0040034,thrombocytopenia
CID000005650,CID000160051,C0018099,gout
CID000005650,CID005311082,C0040034,thrombocytopenia
CID000005650,CID000057537,C0013362,dysarthria
CID000005650,CID000667490,C0497156,Adenopathy
CID000005650,CID000060854,C0038454,apoplexy
CID000005650,CID000071616,C0015230,eruption
CID000005650,CID000009052,C0003811,Arrhythmia
CID000005650,CID000027991,C0149745,mouth ulcer
CID000005650,CID000005978,C0038454,apoplexy
CID000005650,CID000048175,C0011168,deglutition disorder
CID000005650,CID000005719,C0004604,Back Ache
CID000005650,CID006447131,C0341858,adenomyosis
CID000005650,CID000060865,C0263912,rotator cuff syndrome
CID000005650,CID000060852,C0017152,gastric inflammation
CID000005650,CID000062924,C0041834,erythema
CID000005650,CID006398525,C0017152,gastric inflammation
CID000005650,CID000019090,C0015544,failure to thrive
CID000005650,CID000125017,C0085631,agitated
CID000005650,CID000170361,C0008320,cholecystectomies
CID000005650,CID000071329,C0522055,abnormal ECG
CID000005650,CID000163742,C0013362,dysarthria
CID000005650,CID000016231,C0008350,cholelithiasis
CID000005650,CID000110635,C0017152,gastric inflammation
CID000003148,CID000003333,C0040034,thrombocytopenia
CID000003148,CID000004927,C0232492,abdominal pain upper
CID000003148,CID000005245,C0040034,thrombocytopenia
CID000003148,CID000003937,C0011854,insulin dependent diabetes mellitus
CID000003148,CID000005544,C0015230,eruption
CID000003148,CID000005152,C0040034,thrombocytopenia
CID000003148,CID000005732,C0497156,Adenopathy
CID000003148,CID000003676,C0041834,erythema
CID000003148,CID000005394,C0043096,loss of weight
CID000003148,CID000003310,C0020538,High blood pressure
CID000003148,CID000062924,C0043094,weight gain
CID000003148,CID000003405,C0040997,trigeminal neuralgia
CID000003148,CID000004173,C0004610,Bacteraemia
CID000003148,CID003468412,C0013604,edema
CID000003148,CID000004900,C0008325,cholecystitis
CID000003148,CID006398525,C0042384,angiitis
CID000003148,CID000004889,C0040034,thrombocytopenia
CID000003148,CID000003961,C0043096,loss of weight
CID000003148,CID000003883,C1260880,rhinorrhea
CID000003148,CID000019090,C0043096,loss of weight
CID000003148,CID000003661,C0043096,loss of weight
CID000003148,CID000004666,C0042384,angiitis
CID000003148,CID000003749,C0004610,Bacteraemia
CID000003148,CID000003325,C0041834,erythema
CID000003148,CID000003954,C0085635,flashing lights
CID000003148,CID000004691,C0017152,gastric inflammation
CID000003148,CID000004510,C0038454,apoplexy
CID000003148,CID000005358,C0015230,eruption
CID000003148,CID000005978,C0085631,agitated
CID000003148,CID000003440,C0023903,hepatic neoplasia
CID000003148,CID000003658,C0020649,arterial pressure NOS decreased
CID000003148,CID000004679,C0017152,gastric inflammation
CID000003325,CID000003516,C0699744,ear infection
CID000003325,CID000003780,C0026986,myelodysplasia
CID000003325,CID000003414,C0015230,eruption
CID000003325,CID000003410,C0043094,weight gain
CID000003325,CID000003890,C0018099,gout
CID000003325,CID000004679,C0017152,gastric inflammation
CID000003325,CID000003661,C0041912,Infection Upper Respiratory
CID000003325,CID000004201,C0008325,cholecystitis
CID000003325,CID000004205,C0017152,gastric inflammation
CID000003325,CID000003961,C0008325,cholecystitis
CID000003325,CID000004909,C0017152,gastric inflammation
CID000003325,CID000004900,C0017152,gastric inflammation
CID000003325,CID000003405,C0017152,gastric inflammation
CID000003325,CID000060754,C0041834,erythema
CID000003325,CID000074989,C0009676,confusion
CID000003325,CID006447131,C0035078,kidney failure
CID000003325,CID000110635,C0007280,carotid bruit
CID000003325,CID000004601,C0017152,gastric inflammation
CID000003325,CID000003658,C0041834,erythema
CID000003325,CID000005719,C0011854,insulin dependent diabetes mellitus
CID000003325,CID000003449,C0038454,apoplexy
CID000003325,CID000003763,C0041834,erythema
CID000003325,CID000003440,C0497156,Adenopathy
CID000003325,CID000004920,C0006444,bursitis
CID000003325,CID000027991,C0015230,eruption
CID000003325,CID000062924,C0008325,cholecystitis
CID000003325,CID000071329,C0522055,abnormal ECG
CID000003325,CID000005152,C0497156,Adenopathy
CID000003325,CID000119182,C0043094,weight gain
CID000003325,CID000005645,C0008325,cholecystitis
CID000003325,CID000004894,C0030583,parotitis
CID000003325,CID000003734,C0015230,eruption
CID000003325,CID000005487,C0008325,cholecystitis
CID000003325,CID000004510,C0004601,back injury
CID000003325,CID000005073,C0497481,Penile pain
CID000003325,CID000131536,C0019209,enlarged liver
CID000003325,CID000003827,C0017152,gastric inflammation
CID000003325,CID000004173,C0008325,cholecystitis
CID000003325,CID000004178,C0008325,cholecystitis
CID000003325,CID000004819,C0011168,deglutition disorder
CID000003325,CID000004666,C0041834,erythema
CID000003325,CID000027686,C0017152,gastric inflammation
CID000003325,CID000003937,C0497156,Adenopathy
CID000003325,CID000003676,C0012569,Diplopia
CID000003325,CID000005732,C0008325,cholecystitis
CID000003325,CID000003339,C0497156,Adenopathy
CID000003325,CID000003333,C0017152,gastric inflammation
CID000003325,CID000004236,C0017152,gastric inflammation
CID000003325,CID000003954,C0231807,Dyspnea exertional
CID000003325,CID000071616,C0043096,loss of weight
CID000003325,CID000003749,C0004601,back injury
CID000003325,CID000003741,C0010054,arteriosclerotic heart disease
CID000003325,CID000004911,C0522055,abnormal ECG
CID000003325,CID000005352,C0009806,constipated
CID000003325,CID000005358,C0004601,back injury
CID000003325,CID000004170,C0235527,right heart failure
CID000003325,CID000170361,C0018099,gout
CID000003325,CID005311082,C0497156,Adenopathy
CID000003325,CID000005544,C0017152,gastric inflammation
CID000003325,CID000005095,C0043096,loss of weight
CID000003325,CID000060612,C0018991,hemiplegia
CID000003325,CID000004138,C0038454,apoplexy
CID000003325,CID000160051,C0043096,loss of weight
CID000003325,CID000667490,C0043096,loss of weight
CID000003325,CID000005512,C0004601,back injury
CID000003325,CID000004158,C0043096,loss of weight
CID000003325,CID000060184,C0013604,edema
CID000003325,CID000003883,C0152128,drug withdrawal
CID000003325,CID000019090,C0034886,proctalgia
CID000003325,CID000005978,C0151611,abnormal EEG
CID000003325,CID000060852,C0017152,gastric inflammation
CID000003325,CID000060854,C0017152,gastric inflammation
CID000003325,CID000036339,C0497156,Adenopathy
CID000003325,CID000005478,C0017152,gastric inflammation
CID000003325,CID000004889,C0702166,Acne
CID000003325,CID000039765,C0014742,erythema multiforme
CID000003325,CID000163742,C0036974,cardiovascular collapse
CID000003325,CID000060865,C0699744,ear infection
CID000003325,CID000004927,C0008325,cholecystitis
CID000003325,CID000004691,C0017152,gastric inflammation
CID000003325,CID000060787,C0040034,thrombocytopenia
CID000003325,CID000004614,C0017152,gastric inflammation
CID000003325,CID000004075,C0017152,gastric inflammation
CID000003325,CID000003869,C0038454,apoplexy
CID000003325,CID000003642,C0011615,allergic dermatitis
CID000003325,CID003468412,C0006112,metabolic encephalopathy
CID000003325,CID000004189,C0011615,allergic dermatitis
CID000003325,CID000005771,C0008350,cholelithiasis
CID000003325,CID000005245,C0008325,cholecystitis
CID000003325,CID000004856,C0011854,insulin dependent diabetes mellitus
CID000003325,CID000004748,C0750426,increased white blood cell count
CID000003325,CID000004745,C0017152,gastric inflammation
CID000003325,CID006398525,C0008325,cholecystitis
CID000003325,CID000004585,C0008325,cholecystitis
CID000003325,CID000005515,C0020433,Bilirubinaemia
CID000003325,CID000005394,C0497156,Adenopathy
CID000005771,CID000039765,C0039231,heart rate increased
CID000005771,CID000036339,C0019080,Bleeding
CID000002369,CID000002806,C0038454,apoplexy
CID000002369,CID000003937,C0041834,erythema
CID000002369,CID000003890,C0008325,cholecystitis
CID000002369,CID000004679,C0038454,apoplexy
CID000002369,CID000003440,C0002064,respiratory alkalosis
CID000000444,CID000004614,C0017152,gastric inflammation
CID000000444,CID000504578,C0043094,weight gain
CID000000444,CID000003869,C0043096,loss of weight
CID000000444,CID000002099,C0017152,gastric inflammation
CID000000444,CID000003059,C0004601,back injury
CID000000444,CID000004900,C0497156,Adenopathy
CID000000444,CID000004909,C0038454,apoplexy
CID000000444,CID000000596,C0018800,cardiac enlargement
CID000000444,CID000131536,C0011615,allergic dermatitis
CID000000444,CID000027686,C0010054,arteriosclerotic heart disease
CID000000444,CID000005358,C0008325,cholecystitis
CID000000444,CID000005352,C0017152,gastric inflammation
CID000000444,CID006447131,C0038454,apoplexy
CID000000444,CID000003449,C0018099,gout
CID000000444,CID000003440,C0497156,Adenopathy
CID000000444,CID000004138,C0038454,apoplexy
CID000000444,CID000002907,C0017152,gastric inflammation
CID000000444,CID000060754,C0151908,dry skin
CID000000444,CID000002733,C0231807,Dyspnea exertional
CID000000444,CID000003062,C0008325,cholecystitis
CID000000444,CID000004819,C0085631,agitated
CID000000444,CID000060854,C0008320,cholecystectomies
CID000000444,CID000160051,C0006444,bursitis
CID000000444,CID000005512,C0008325,cholecystitis
CID000000444,CID000001986,C0004604,Back Ache
CID000000444,CID000001983,C0017152,gastric inflammation
CID000000444,CID000004075,C0043096,loss of weight
CID000000444,CID000071329,C0022658,disorder Renal
CID000000444,CID000004536,C1260880,rhinorrhea
CID000000444,CID000003410,C0043096,loss of weight
CID000000444,CID000004679,C0017152,gastric inflammation
CID000000444,CID000060184,C0007642,cellulitis
CID000000444,CID000003516,C0497156,Adenopathy
CID000000444,CID000004894,C0020538,High blood pressure
CID000000444,CID000005544,C0008325,cholecystitis
CID000000444,CID000016231,C0019209,enlarged liver
CID000000444,CID000002550,C0027404,narcolepsy
CID000000444,CID000002375,C0038999,bulging
CID000000444,CID000001117,C0038454,apoplexy
CID000000444,CID000003749,C0017152,gastric inflammation
CID000000444,CID000110635,C0037195,Sinus headache
CID000000444,CID000005245,C0004601,back injury
CID000000444,CID000005645,C0038454,apoplexy
CID000000444,CID000125017,C0013362,dysarthria
CID000000444,CID000003676,C0008325,cholecystitis
CID000000444,CID000001065,C0017152,gastric inflammation
CID000000444,CID000004195,C0040034,thrombocytopenia
CID000000444,CID000003890,C0085606,micturition urgency
CID000000444,CID000003042,C0038454,apoplexy
CID000000444,CID000002524,C0011854,insulin dependent diabetes mellitus
CID000000444,CID000004205,C0008325,cholecystitis
CID000000444,CID000000581,C0497156,Adenopathy
CID000000444,CID000002609,C0006444,bursitis
CID000000444,CID000170361,C0004601,back injury
CID000000444,CID000002022,C0497156,Adenopathy
CID000000444,CID000002806,C0497156,Adenopathy
CID000000444,CID000019090,C0043096,loss of weight
CID000000444,CID000004510,C0004601,back injury
CID000000444,CID000005487,C0017152,gastric inflammation
CID000000444,CID000005152,C0008325,cholecystitis
CID000000444,CID000002405,C0042384,angiitis
CID000000444,CID000163742,C0043096,loss of weight
CID000000444,CID000005394,C0032285,neumonia
CID000000444,CID000004236,C0497156,Adenopathy
CID000000444,CID000667490,C0151611,abnormal EEG
CID000000444,CID000060865,C0497156,Adenopathy
CID000000444,CID000012536,C0038454,apoplexy
CID000000444,CID000003405,C0497156,Adenopathy
CID000000444,CID000004178,C0038454,apoplexy
CID000000444,CID000004173,C0041834,erythema
CID000000444,CID000004170,C0008325,cholecystitis
CID000000444,CID003468412,C0041834,erythema
CID000000444,CID000002646,C0004604,Back Ache
CID000000444,CID000003937,C0008325,cholecystitis
CID000000444,CID000004440,C0043096,loss of weight
CID000000444,CID000002771,C0017152,gastric inflammation
CID000000444,CID000005719,C0702166,Acne
CID000000444,CID000002088,C0008325,cholecystitis
CID000000444,CID000005073,C0017152,gastric inflammation
CID000000444,CID000004856,C0017152,gastric inflammation
CID000000444,CID006398525,C0017152,gastric inflammation
CID000000444,CID000057537,C0152030,Irritation Skin
CID000000444,CID000002541,C0004601,back injury
CID000000444,CID000115237,C0011615,allergic dermatitis
CID000000444,CID000002462,C0497156,Adenopathy
CID000000444,CID000003339,C0008325,cholecystitis
CID000000444,CID000003333,C0008325,cholecystitis
CID000000444,CID000003961,C0008325,cholecystitis
CID000000444,CID000004189,C0011615,allergic dermatitis
CID000000444,CID000005584,C0043096,loss of weight
CID000000444,CID000002284,C0017152,gastric inflammation
CID000000444,CID000003883,C0017152,gastric inflammation
CID000000444,CID000003075,C0008325,cholecystitis
CID000000444,CID000004927,C0008325,cholecystitis
CID000000444,CID000004920,C0497156,Adenopathy
CID000000444,CID000001971,C0008325,cholecystitis
CID000000444,CID000003780,C0008325,cholecystitis
CID000000444,CID000004889,C0008325,cholecystitis
CID000000444,CID000004745,C0023798,lipoma
CID000000444,CID000004748,C0011854,insulin dependent diabetes mellitus
CID000000444,CID000004601,C0004601,back injury
CID000000444,CID000003658,C0017152,gastric inflammation
CID000000444,CID000004158,C0017152,gastric inflammation
CID000000444,CID000002891,C0008325,cholecystitis
CID000000444,CID000004585,C0017152,gastric inflammation
CID000000444,CID000005478,C0038454,apoplexy
CID000000444,CID000003954,C0041834,erythema
CID000000444,CID000004666,C0263912,rotator cuff syndrome
CID000000444,CID000060852,C0038454,apoplexy
CID000000444,CID000005732,C0008325,cholecystitis
CID000000444,CID000005095,C0263912,rotator cuff syndrome
CID000000444,CID000062924,C0497156,Adenopathy
CID000000444,CID000060787,C0750426,increased white blood cell count
CID000000444,CID000002656,C0497156,Adenopathy
CID000000444,CID000004451,C0020443,elevated cholesterol
CID000000444,CID000074989,C0032285,neumonia
CID000000444,CID000004691,C0017152,gastric inflammation
CID000000444,CID000003310,C0235527,right heart failure
CID000004911,CID000005512,C0004604,Back Ache
CID000004911,CID000004927,C0522055,abnormal ECG
CID000004911,CID000005732,C0009806,constipated
CID000004911,CID000005152,C0043094,weight gain
CID000004911,CID000062924,C0041834,erythema
CID000027991,CID000062924,C1260880,rhinorrhea
CID000160051,CID000170361,C0085636,Light sensitivity
CID000160051,CID006398525,C0085631,agitated
CID000160051,CID005493444,C0011168,deglutition disorder
CID000004679,CID000004894,C0702166,Acne
CID000004679,CID000110635,C0017152,gastric inflammation
CID000004679,CID000005394,C0026986,myelodysplasia
CID000004679,CID000060852,C0006444,bursitis
CID000004679,CID005311082,C0030193,Pain
CID000004679,CID000062924,C0008325,cholecystitis
CID000004679,CID000005487,C0017152,gastric inflammation
CID000004679,CID000060184,C0017152,gastric inflammation
CID000004679,CID000005512,C0017152,gastric inflammation
CID000004679,CID000060612,C0038454,apoplexy
CID000004679,CID000036811,C0026848,muscle disorder
CID000004679,CID000005073,C0008325,cholecystitis
CID000004679,CID006398525,C0017152,gastric inflammation
CID000004679,CID000147912,C0041834,erythema
CID000004679,CID000004819,C0042384,angiitis
CID000004679,CID000131536,C0013473,eating disorder
CID000004679,CID000005245,C0008325,cholecystitis
CID000004679,CID000016231,C0038454,apoplexy
CID000004679,CID000027686,C0017152,gastric inflammation
CID000004679,CID000005584,C0086692,Benign Neoplasm
CID000004679,CID000005732,C0025637,methaemoglobinaemia
CID000004679,CID000060854,C0008325,cholecystitis
CID000004679,CID000005095,C0004601,back injury
CID000004679,CID000119182,C0151714,hypermagnesemia
CID000004679,CID000039765,C0004144,atelectasis
CID000004679,CID000004745,C0038454,apoplexy
CID000004679,CID000004913,C0004610,Bacteraemia
CID000004679,CID000019090,C0016663,Bone Fracture Spontaneous
CID000004679,CID000004909,C0043096,loss of weight
CID000004679,CID000048175,C0020443,elevated cholesterol
CID000004679,CID000005486,C0040034,thrombocytopenia
CID000004679,CID000005152,C0497156,Adenopathy
CID000004679,CID000005978,C0017152,gastric inflammation
CID000004679,CID000074989,C0151714,hypermagnesemia
CID000004679,CID000004900,C0013456,ear ache
CID000004679,CID000009052,C0235527,right heart failure
CID000004679,CID003468412,C0025637,methaemoglobinaemia
CID000004679,CID000012536,C0017152,gastric inflammation
CID000004679,CID000060754,C0009782,connective tissue disease
CID000004679,CID000057537,C0027497,nausea
CID000004679,CID000667490,C0008325,cholecystitis
CID000004679,CID000005719,C0004604,Back Ache
CID000004679,CID000005645,C0008325,cholecystitis
CID000004679,CID000504578,C0025637,methaemoglobinaemia
CID000004679,CID000170361,C0017152,gastric inflammation
CID000004679,CID000004748,C0011854,insulin dependent diabetes mellitus
CID000004679,CID000004856,C0017152,gastric inflammation
CID000004679,CID000163742,C0016663,Bone Fracture Spontaneous
CID000004679,CID000036339,C0026986,myelodysplasia
CID000004679,CID006447131,C0017152,gastric inflammation
CID000004679,CID000004920,C0702166,Acne
CID000004679,CID000071329,C0038454,apoplexy
CID000004679,CID000005544,C0008325,cholecystitis
CID000004679,CID000125017,C0038454,apoplexy
CID000004679,CID000071616,C0522055,abnormal ECG
CID000004679,CID000004927,C0025637,methaemoglobinaemia
CID000004679,CID000004691,C0017152,gastric inflammation
CID000004679,CID005493444,C0022661,Chronic Kidney Disease
CID000004679,CID000005478,C0017152,gastric inflammation
CID000004679,CID000060787,C0027441,nasopharyngitis
CID000004679,CID000060865,C0017152,gastric inflammation
CID000004679,CID000004889,C0025637,methaemoglobinaemia
CID000004679,CID000005358,C0017152,gastric inflammation
CID000004679,CID000005352,C0038454,apoplexy
CID000003449,CID000003937,C0017152,gastric inflammation
CID000003449,CID000003883,C0038454,apoplexy
CID000003449,CID000003961,C0017152,gastric inflammation
CID000003449,CID000004510,C0017152,gastric inflammation
CID000003449,CID000004889,C0038454,apoplexy
CID000003449,CID000005732,C0017152,gastric inflammation
CID000003449,CID000004585,C0151611,abnormal EEG
CID000003449,CID000004691,C0038454,apoplexy
CID000003449,CID000005073,C0008325,cholecystitis
CID000003449,CID000004205,C0008325,cholecystitis
CID000003658,CID000004894,C0020433,Bilirubinaemia
CID000003658,CID000504578,C0043094,weight gain
CID000003658,CID000004927,C0008325,cholecystitis
CID000003658,CID000060854,C0041834,erythema
CID000003658,CID000060852,C0042384,angiitis
CID000003658,CID000115237,C0011124,Decreased Libido
CID000003658,CID000667490,C0030193,Pain
CID000003658,CID006398525,C0038454,apoplexy
CID000003658,CID000004173,C0497156,Adenopathy
CID000003658,CID000004170,C0013362,dysarthria
CID000003658,CID000004178,C0013221,drug toxicity NOS
CID000003658,CID000005073,C0702166,Acne
CID000003658,CID000005487,C0341858,adenomyosis
CID000003658,CID000004189,C0019209,enlarged liver
CID000003658,CID000004510,C0008325,cholecystitis
CID000003658,CID000005645,C0013362,dysarthria
CID000003658,CID000003890,C0004604,Back Ache
CID000003658,CID000004920,C0003811,Arrhythmia
CID000003658,CID000005978,C0031154,peritonitis
CID000003658,CID000074989,C0040034,thrombocytopenia
CID000003658,CID000062924,C0008325,cholecystitis
CID000003658,CID000004909,C0008325,cholecystitis
CID000003658,CID000004900,C0026986,myelodysplasia
CID000003658,CID000004601,C0042025,Stress incontinence
CID000003658,CID000039765,C0031154,peritonitis
CID000003658,CID000004158,C0004604,Back Ache
CID000003658,CID000003827,C0151786,muscle weakness
CID000003658,CID000003780,C0038454,apoplexy
CID000003658,CID000005095,C0042384,angiitis
CID000003658,CID000005732,C0008325,cholecystitis
CID000003658,CID000004748,C0027769,nervous tension
CID000003658,CID000004745,C0006444,bursitis
CID000003658,CID000003676,C0017152,gastric inflammation
CID000003658,CID000005478,C0043094,weight gain
CID000003658,CID000060865,C0014742,erythema multiforme
CID000003658,CID000004666,C0038454,apoplexy
CID000003658,CID000005352,C0015230,eruption
CID000003658,CID000005358,C0017152,gastric inflammation
CID000003658,CID000004585,C0702166,Acne
CID000003658,CID000048175,C0004153,Atherosclerosis
CID000003658,CID000004614,C0017152,gastric inflammation
CID000003658,CID000004691,C0008325,cholecystitis
CID000003658,CID000003937,C0702166,Acne
CID000003658,CID000027686,C0008325,cholecystitis
CID000003658,CID000003883,C0017152,gastric inflammation
CID000003658,CID000004075,C0027441,nasopharyngitis
CID000003658,CID000003763,C0151786,muscle weakness
CID000003658,CID000131536,C0013144,drowsiness
CID000003658,CID000003961,C0013456,ear ache
CID000003658,CID000005245,C0017152,gastric inflammation
CID000003658,CID000012536,C0015230,eruption
CID000003658,CID000125017,C0027769,nervous tension
CID000003658,CID000005512,C0008320,cholecystectomies
CID000003658,CID000005719,C0038454,apoplexy
CID000003658,CID000003954,C0017152,gastric inflammation
CID000003658,CID000170361,C0008320,cholecystectomies
CID000003658,CID000003661,C0009763,conjunctivitis
CID000003658,CID000004889,C0041834,erythema
CID000003658,CID000003749,C0522055,abnormal ECG
CID000003658,CID003468412,C0522055,abnormal ECG
CID000003658,CID000004205,C0017152,gastric inflammation
CID000003658,CID000004201,C0032285,neumonia
CID000003658,CID000005152,C0008325,cholecystitis
CID000003658,CID006447131,C0038454,apoplexy
CID000003658,CID000005544,C0017152,gastric inflammation
CID000003658,CID000004536,C0151611,abnormal EEG
CID000003658,CID000060184,C0149745,mouth ulcer
CID000003658,CID000110635,C0039231,heart rate increased
CID000003658,CID000019090,C0004604,Back Ache
CID000003658,CID000005394,C0013491,ecchymoses
CID000003658,CID000004236,C0008325,cholecystitis
CID000004739,CID000004900,C0018099,gout
CID000039765,CID000060612,C0041834,erythema
CID000039765,CID000062924,C0030193,Pain
CID000039765,CID000071616,C0041834,erythema
CID000003075,CID000062924,C0008325,cholecystitis
CID000003075,CID000003749,C0497156,Adenopathy
CID000003075,CID000004075,C0522055,abnormal ECG
CID000003075,CID000004138,C0038454,apoplexy
CID000003075,CID000071329,C0017152,gastric inflammation
CID000003075,CID000009052,C0008325,cholecystitis
CID000003075,CID005493444,C0522055,abnormal ECG
CID000003075,CID000003928,C0041834,erythema
CID000003075,CID000003780,C0038002,enlarged spleen
CID000003075,CID000060865,C0038454,apoplexy
CID000003075,CID000003883,C0017152,gastric inflammation
CID000003075,CID000004748,C0026986,myelodysplasia
CID000003075,CID006447131,C0043352,aptyalism
CID000003075,CID000005719,C0235527,right heart failure
CID000003075,CID000005152,C0008325,cholecystitis
CID000003075,CID000019090,C0002064,respiratory alkalosis
CID000003075,CID000004201,C0043094,weight gain
CID000003075,CID000004205,C0008325,cholecystitis
CID000003075,CID000003310,C0043096,loss of weight
CID000003075,CID000005544,C0008325,cholecystitis
CID000003075,CID000060754,C0041834,erythema
CID000003075,CID000004601,C0004604,Back Ache
CID000003075,CID000004889,C0497156,Adenopathy
CID000003075,CID000003869,C0038454,apoplexy
CID000003075,CID000004920,C0043094,weight gain
CID000003075,CID000004927,C0008325,cholecystitis
CID000003075,CID000005645,C0008325,cholecystitis
CID000003075,CID000125017,C0039231,heart rate increased
CID000003075,CID000667490,C0040034,thrombocytopenia
CID000003075,CID000163742,C0038454,apoplexy
CID000003075,CID000004510,C0008325,cholecystitis
CID000003075,CID000005073,C0008325,cholecystitis
CID000003075,CID000004856,C0038454,apoplexy
CID000003075,CID000004170,C0008325,cholecystitis
CID000003075,CID000005487,C0017152,gastric inflammation
CID000003075,CID000003890,C0004604,Back Ache
CID000003075,CID000003661,C0043096,loss of weight
CID000003075,CID000016231,C0036421,Scleroderma
CID000003075,CID000003440,C0497156,Adenopathy
CID000003075,CID000005394,C0041912,Infection Upper Respiratory
CID000003075,CID000005732,C0008325,cholecystitis
CID000003075,CID000003516,C0041834,erythema
CID000003075,CID000003961,C0008325,cholecystitis
CID000003075,CID000004178,C0043096,loss of weight
CID000003075,CID000004173,C0008325,cholecystitis
CID000003075,CID000003410,C0497156,Adenopathy
CID000003075,CID000004666,C0265031,Bleeding hemorrhoids
CID000003075,CID005311082,C0015230,eruption
CID000003075,CID000005478,C0041834,erythema
CID000003075,CID000004236,C0008325,cholecystitis
CID000003075,CID000004900,C0017152,gastric inflammation
CID000003075,CID000004909,C0008325,cholecystitis
CID000003075,CID000003305,C0013395,dyspepsia
CID000003075,CID000004585,C0008325,cholecystitis
CID000003075,CID000071616,C0007642,cellulitis
CID000003075,CID000005358,C0008325,cholecystitis
CID000003075,CID000005352,C0038454,apoplexy
CID000003075,CID000005978,C0016663,Bone Fracture Spontaneous
CID000003075,CID000005095,C0232492,abdominal pain upper
CID000003075,CID000027686,C0038454,apoplexy
CID000003075,CID000170361,C0497156,Adenopathy
CID000003075,CID000003937,C0341858,adenomyosis
CID000003075,CID003468412,C0017152,gastric inflammation
CID000003075,CID000060612,C0497247,arterial pressure NOS increased
CID000003075,CID000110635,C0008325,cholecystitis
CID000003075,CID000003405,C0026986,myelodysplasia
CID000003075,CID000005512,C0008325,cholecystitis
CID000003075,CID000060184,C0008325,cholecystitis
CID000003075,CID000004158,C0041834,erythema
CID000003075,CID000003676,C0008325,cholecystitis
CID000003075,CID000005245,C0008325,cholecystitis
CID000003075,CID000004894,C0004601,back injury
CID000003075,CID000004189,C0043096,loss of weight
CID000003075,CID000060852,C0043096,loss of weight
CID000003075,CID000004691,C0017152,gastric inflammation
CID000003075,CID006398525,C0026986,myelodysplasia
CID000003075,CID000003954,C0008325,cholecystitis
CID000003075,CID000004819,C0085631,agitated
CID000003075,CID000004614,C0038454,apoplexy
CID000003075,CID000060854,C0522055,abnormal ECG
