drug_1_CID,drug_1_name,drug_1_SMILES,relationship,drug_2_CID,drug_2_name,drug_2_SMILES
CID000005077,105601-20-5,CCN(C)C(=O)OC1=CC=CC(=C1)C(C)N(C)C,deglutition disorder,CID000005095,ropinirole,CCCN(CCC)CCC1=C2CC(=O)NC2=CC=C1
CID000005077,105601-20-5,CCN(C)C(=O)OC1=CC=CC(=C1)C(C)N(C)C,loss of weight,CID000122316,1875-50-9,C#CCNC1CCC2=CC=CC=C12
CID000005077,105601-20-5,CCN(C)C(=O)OC1=CC=CC(=C1)C(C)N(C)C,elevated cholesterol,CID000005478,racemic-Timolol,CC(C)(C)NCC(COC1=NSN=C1N2CCOCC2)O
CID000005077,105601-20-5,CCN(C)C(=O)OC1=CC=CC(=C1)C(C)N(C)C,apoplexy,CID000005732,zolpidem,CC1=CC=C(C=C1)C2=C(N3C=C(C=CC3=N2)C)CC(=O)N(C)C
CID000005077,105601-20-5,CCN(C)C(=O)OC1=CC=CC(=C1)C(C)N(C)C,hyperglycaemia,CID000057537,92206-54-7,CCCN(CCC1=CC=CS1)C2CCC3=C(C2)C=CC=C3O
CID000005077,105601-20-5,CCN(C)C(=O)OC1=CC=CC(=C1)C(C)N(C)C,loss of weight,CID000005650,N-pentanoyl-N-{[2'-(1H-tetrazol-5-yl)biphenyl-4-yl]methyl}-L-valine,CCCCC(=O)N(CC1=CC=C(C=C1)C2=CC=CC=C2C3=NNN=N3)C(C(C)C)C(=O)O
CID000005077,105601-20-5,CCN(C)C(=O)OC1=CC=CC(=C1)C(C)N(C)C,abnormal ECG,CID000005512,124936-74-9,CC1=CC(=C(C=C1)O)C(CCN(C(C)C)C(C)C)C2=CC=CC=C2
CID000005077,105601-20-5,CCN(C)C(=O)OC1=CC=CC(=C1)C(C)N(C)C,apoplexy,CID000060852,Ibandronic Acid,CCCCCN(C)CCC(O)(P(=O)(O)O)P(=O)(O)O
CID000005077,105601-20-5,CCN(C)C(=O)OC1=CC=CC(=C1)C(C)N(C)C,loss of weight,CID000060854,Ziprasidone,C1CN(CCN1CCC2=C(C=C3C(=C2)CC(=O)N3)Cl)C4=NSC5=CC=CC=C54
CID000005077,105601-20-5,CCN(C)C(=O)OC1=CC=CC(=C1)C(C)N(C)C,agitated,CID000062924,"S-(fluoromethyl) (6S,9R,10S,11S,13S,14S,16R,17R)-6,9-difluoro-11,17-dihydroxy-10,13,16-trimethyl-3-oxo-6,7,8,11,12,14,15,16-octahydrocyclopenta[a]phenanthrene-17-carbothioate",CC1CC2C3CC(C4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)SCF)O)C)O)F)C)F
CID000005077,105601-20-5,CCN(C)C(=O)OC1=CC=CC(=C1)C(C)N(C)C,muscle weakness,CID000152945,Dutasteride?,CC12CCC3C(C1CCC2C(=O)NC4=C(C=CC(=C4)C(F)(F)F)C(F)(F)F)CCC5C3(C=CC(=O)N5)C
CID000005077,105601-20-5,CCN(C)C(=O)OC1=CC=CC(=C1)C(C)N(C)C,apoplexy,CID000005245,Risedronic acid,C1=CC(=CN=C1)CC(O)(P(=O)(O)O)P(=O)(O)O
CID000005077,105601-20-5,CCN(C)C(=O)OC1=CC=CC(=C1)C(C)N(C)C,apoplexy,CID000019090,megestrol,CC1=CC2C(CCC3(C2CCC3(C(=O)C)O)C)C4(C1=CC(=O)CC4)C
CID000008953,sodium;hydrogen carbonate,C(=O)(O)[O-].[Na+],heart attack,CID000051263,ALFENTANIL,CCC(=O)N(C1=CC=CC=C1)C2(CCN(CC2)CCN3C(=O)N(N=N3)CC)COC
CID000008953,sodium;hydrogen carbonate,C(=O)(O)[O-].[Na+],acute pancreatitis,CID000071616,Voriconazole,CC(C1=NC=NC=C1F)C(CN2C=NC=N2)(C3=C(C=C(C=C3)F)F)O
CID000008953,sodium;hydrogen carbonate,C(=O)(O)[O-].[Na+],allergic dermatitis,CID000060754,Gadodiamide hydrate,CNC(=O)CN(CCN(CCN(CC(=O)NC)CC(=O)[O-])CC(=O)[O-])CC(=O)[O-].O.[Gd+3]
CID000008953,sodium;hydrogen carbonate,C(=O)(O)[O-].[Na+],atelectasis,CID000062924,"S-(fluoromethyl) (6S,9R,10S,11S,13S,14S,16R,17R)-6,9-difluoro-11,17-dihydroxy-10,13,16-trimethyl-3-oxo-6,7,8,11,12,14,15,16-octahydrocyclopenta[a]phenanthrene-17-carbothioate",CC1CC2C3CC(C4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)SCF)O)C)O)F)C)F
CID000008953,sodium;hydrogen carbonate,C(=O)(O)[O-].[Na+],nasopharyngitis,CID000039765,Vecuronium,CC(=O)OC1CC2CCC3C(C2(CC1N4CCCCC4)C)CCC5(C3CC(C5OC(=O)C)[N+]6(CCCCC6)C)C
CID000008953,sodium;hydrogen carbonate,C(=O)(O)[O-].[Na+],Excoriation,CID000667490,6-Mercaptopurine,C1=NC2=C(N1)C(=S)N=CN2
CID000008953,sodium;hydrogen carbonate,C(=O)(O)[O-].[Na+],gastric inflammation,CID000019090,megestrol,CC1=CC2C(CCC3(C2CCC3(C(=O)C)O)C)C4(C1=CC(=O)CC4)C
CID000008953,sodium;hydrogen carbonate,C(=O)(O)[O-].[Na+],abnormal ECG,CID003468412,SCHEMBL1176571,CC1C=CC=CCCC=CC=CC=CC=CC(CC(C(C(CC(=O)CC(C(CCC(CC(CC(CC(=O)OC(C(C1O)C)C)O)O)O)O)O)O)C(=O)O)O)OC2C(C(C(C(O2)C)O)N)O
CID000008953,sodium;hydrogen carbonate,C(=O)(O)[O-].[Na+],itch,CID000147912,DSSTox_GSID_49066,CCC(C(C)O)N1C(=O)N(C=N1)C2=CC=C(C=C2)N3CCN(CC3)C4=CC=C(C=C4)OCC5CC(OC5)(CN6C=NC=N6)C7=C(C=C(C=C7)F)F
CID000008953,sodium;hydrogen carbonate,C(=O)(O)[O-].[Na+],gastric inflammation,CID000036339,Etomidate,CCOC(=O)C1=CN=CN1C(C)C2=CC=CC=C2
CID000008953,sodium;hydrogen carbonate,C(=O)(O)[O-].[Na+],deglutition disorder,CID000036811,dobutamine,CC(CCC1=CC=C(C=C1)O)NCCC2=CC(=C(C=C2)O)O
CID000008953,sodium;hydrogen carbonate,C(=O)(O)[O-].[Na+],Pain,CID000074989,ATOVAQUONE,C1CC(CCC1C2=CC=C(C=C2)Cl)C3=C(C4=CC=CC=C4C(=O)C3=O)O
CID000008953,sodium;hydrogen carbonate,C(=O)(O)[O-].[Na+],Back Ache,CID006398525,,C(C1C(C(C(C(O1)OC2(C(C(C(O2)OS(=O)(=O)O)OS(=O)(=O)O)OS(=O)(=O)O)COS(=O)(=O)O)OS(=O)(=O)O)OS(=O)(=O)O)OS(=O)(=O)O)OS(=O)(=O)O.O.O.O.O.O.O.O.O.O.O.O.O.O.O.O.O.O.O.O.O.[Al].[Al].[Al].[Al].[Al].[Al].[Al].[Al].[Al]
CID000004064,meprobamate,CCCC(C)(COC(=O)N)COC(=O)N,gastroenteritis,CID000004585,"2-methyl-4-(4-methylpiperazin-1-yl)-5H-thieno[3,2-c][1,5]benzodiazepine",CC1=CC2=C(NC3=CC=CC=C3N=C2S1)N4CCN(CC4)C
CID000004064,meprobamate,CCCC(C)(COC(=O)N)COC(=O)N,atelectasis,CID000004927,promethazine,CC(CN1C2=CC=CC=C2SC3=CC=CC=C31)N(C)C
CID000004064,meprobamate,CCCC(C)(COC(=O)N)COC(=O)N,abnormal ECG,CID000004205,mirtazapine,CN1CCN2C(C1)C3=CC=CC=C3CC4=C2N=CC=C4
CID000004064,meprobamate,CCCC(C)(COC(=O)N)COC(=O)N,apoplexy,CID000004691,"3-(1,3-benzodioxol-5-yloxymethyl)-4-(4-fluorophenyl)piperidine",C1CNCC(C1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4
CID000004064,meprobamate,CCCC(C)(COC(=O)N)COC(=O)N,road traffic accident,CID000005732,zolpidem,CC1=CC=C(C=C1)C2=C(N3C=C(C=CC3=N2)C)CC(=O)N(C)C
CID000004064,meprobamate,CCCC(C)(COC(=O)N)COC(=O)N,abnormal EEG,CID000004900,Fernisone,CC12CC(=O)C3C(C1CCC2(C(=O)CO)O)CCC4=CC(=O)C=CC34C
CID000004064,meprobamate,CCCC(C)(COC(=O)N)COC(=O)N,icterus,CID000005073,risperidone,CC1=C(C(=O)N2CCCCC2=N1)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F
CID000002720,chlorothiazide,C1=C2C(=CC(=C1Cl)S(=O)(=O)N)S(=O)(=O)N=CN2,dysarthria,CID000003062,Lanicor,CC1C(C(CC(O1)OC2C(OC(CC2O)OC3C(OC(CC3O)OC4CCC5(C(C4)CCC6C5CC(C7(C6(CCC7C8=CC(=O)OC8)O)C)O)C)C)C)O)O
CID000002720,chlorothiazide,C1=C2C(=CC(=C1Cl)S(=O)(=O)N)S(=O)(=O)N=CN2,atelectasis,CID003468412,SCHEMBL1176571,CC1C=CC=CCCC=CC=CC=CC=CC(CC(C(C(CC(=O)CC(C(CCC(CC(CC(CC(=O)OC(C(C1O)C)C)O)O)O)O)O)O)C(=O)O)O)OC2C(C(C(C(O2)C)O)N)O
CID000002720,chlorothiazide,C1=C2C(=CC(=C1Cl)S(=O)(=O)N)S(=O)(=O)N=CN2,diaphragmatic hernia,CID000004691,"3-(1,3-benzodioxol-5-yloxymethyl)-4-(4-fluorophenyl)piperidine",C1CNCC(C1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4
CID000002720,chlorothiazide,C1=C2C(=CC(=C1Cl)S(=O)(=O)N)S(=O)(=O)N=CN2,drug toxicity NOS,CID000003440,furosemide,C1=COC(=C1)CNC2=CC(=C(C=C2C(=O)O)S(=O)(=O)N)Cl
CID000002720,chlorothiazide,C1=C2C(=CC(=C1Cl)S(=O)(=O)N)S(=O)(=O)N=CN2,brain neoplasm,CID000005771,Oxytocin acetate salt hydrate,CCC(C)C1C(=O)NC(C(=O)NC(C(=O)NC(CSSCC(C(=O)NC(C(=O)N1)CC2=CC=C(C=C2)O)N)C(=O)N3CCCC3C(=O)NC(CC(C)C)C(=O)NCC(=O)N)CC(=O)N)CCC(=O)N
CID000002720,chlorothiazide,C1=C2C(=CC(=C1Cl)S(=O)(=O)N)S(=O)(=O)N=CN2,diaphragmatic hernia,CID000003325,famotidine,C1=C(N=C(S1)N=C(N)N)CSCCC(=NS(=O)(=O)N)N
CID000002720,chlorothiazide,C1=C2C(=CC(=C1Cl)S(=O)(=O)N)S(=O)(=O)N=CN2,cellulitis,CID000004900,Fernisone,CC12CC(=O)C3C(C1CCC2(C(=O)CO)O)CCC4=CC(=O)C=CC34C
CID000002720,chlorothiazide,C1=C2C(=CC(=C1Cl)S(=O)(=O)N)S(=O)(=O)N=CN2,loss of weight,CID000003075,"2-[3-acetyloxy-2-(4-methoxyphenyl)-4-oxo-2,3-dihydro-1,5-benzothiazepin-5-yl]ethyl-dimethylazanium",CC(=O)OC1C(SC2=CC=CC=C2N(C1=O)CC[NH+](C)C)C3=CC=C(C=C3)OC
CID000002720,chlorothiazide,C1=C2C(=CC(=C1Cl)S(=O)(=O)N)S(=O)(=O)N=CN2,gastric inflammation,CID000003345,fentanyl,CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3
CID000002720,chlorothiazide,C1=C2C(=CC(=C1Cl)S(=O)(=O)N)S(=O)(=O)N=CN2,loss of weight,CID000004173,metronidazole,CC1=NC=C(N1CCO)[N+](=O)[O-]
CID000002720,chlorothiazide,C1=C2C(=CC(=C1Cl)S(=O)(=O)N)S(=O)(=O)N=CN2,Bladder inflammation,CID000062924,"S-(fluoromethyl) (6S,9R,10S,11S,13S,14S,16R,17R)-6,9-difluoro-11,17-dihydroxy-10,13,16-trimethyl-3-oxo-6,7,8,11,12,14,15,16-octahydrocyclopenta[a]phenanthrene-17-carbothioate",CC1CC2C3CC(C4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)SCF)O)C)O)F)C)F
CID000002720,chlorothiazide,C1=C2C(=CC(=C1Cl)S(=O)(=O)N)S(=O)(=O)N=CN2,diaphragmatic hernia,CID000003883,lansoprazole,CC1=C(C=CN=C1CS(=O)C2=NC3=CC=CC=C3N2)OCC(F)(F)F
CID000002720,chlorothiazide,C1=C2C(=CC(=C1Cl)S(=O)(=O)N)S(=O)(=O)N=CN2,elevated cholesterol,CID000003937,N~2~-(1-carboxy-3-phenylpropyl)lysylproline,C1CC(N(C1)C(=O)C(CCCCN)NC(CCC2=CC=CC=C2)C(=O)O)C(=O)O
CID000002720,chlorothiazide,C1=C2C(=CC(=C1Cl)S(=O)(=O)N)S(=O)(=O)N=CN2,Pleural Effusion,CID000003405,2-[[4-[(2-amino-4-oxo-1H-pteridin-6-yl)methylamino]benzoyl]amino]pentanedioic acid,C1=CC(=CC=C1C(=O)NC(CCC(=O)O)C(=O)O)NCC2=CN=C3C(=N2)C(=O)N=C(N3)N
CID000002720,chlorothiazide,C1=C2C(=CC(=C1Cl)S(=O)(=O)N)S(=O)(=O)N=CN2,apoplexy,CID000004585,"2-methyl-4-(4-methylpiperazin-1-yl)-5H-thieno[3,2-c][1,5]benzodiazepine",CC1=CC2=C(NC3=CC=CC=C3N=C2S1)N4CCN(CC4)C
CID000002720,chlorothiazide,C1=C2C(=CC(=C1Cl)S(=O)(=O)N)S(=O)(=O)N=CN2,apoplexy,CID000002771,citalopram,CN(C)CCCC1(C2=C(CO1)C=C(C=C2)C#N)C3=CC=C(C=C3)F
CID000002720,chlorothiazide,C1=C2C(=CC(=C1Cl)S(=O)(=O)N)S(=O)(=O)N=CN2,thrombocytopenia,CID000004679,pantoprazole,COC1=C(C(=NC=C1)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC(F)F)OC
CID000002153,theophylline,CN1C2=C(C(=O)N(C1=O)C)NC=N2,cholecystitis,CID000005650,N-pentanoyl-N-{[2'-(1H-tetrazol-5-yl)biphenyl-4-yl]methyl}-L-valine,CCCCC(=O)N(CC1=CC=C(C=C1)C2=CC=CC=C2C3=NNN=N3)C(C(C)C)C(=O)O
CID000002153,theophylline,CN1C2=C(C(=O)N(C1=O)C)NC=N2,cholecystitis,CID000005487,tizanidine,C1CN=C(N1)NC2=C(C=CC3=NSN=C32)Cl
CID000002153,theophylline,CN1C2=C(C(=O)N(C1=O)C)NC=N2,cholecystitis,CID000002462,51372-29-3,CCCC1OC2CC3C4CCC5=CC(=O)C=CC5(C4C(CC3(C2(O1)C(=O)CO)C)O)C
CID000002153,theophylline,CN1C2=C(C(=O)N(C1=O)C)NC=N2,abnormal ECG,CID000005245,Risedronic acid,C1=CC(=CN=C1)CC(O)(P(=O)(O)O)P(=O)(O)O
CID000002153,theophylline,CN1C2=C(C(=O)N(C1=O)C)NC=N2,atelectasis,CID000002656,"7-[[2-(2-amino-1,3-thiazol-4-yl)-2-methoxyiminoacetyl]amino]-3-[(2-methyl-6-oxido-5-oxo-1,2,4-triazin-3-yl)sulfanylmethyl]-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylate",CN1C(=NC(=O)C(=N1)[O-])SCC2=C(N3C(C(C3=O)NC(=O)C(=NOC)C4=CSC(=N4)N)SC2)C(=O)[O-]
CID000002153,theophylline,CN1C2=C(C(=O)N(C1=O)C)NC=N2,gout,CID000004894,"11,17,21-Trihydroxypregna-1,4-diene-3,20-dione",CC12CC(C3C(C1CCC2(C(=O)CO)O)CCC4=CC(=O)C=CC34C)O
CID000002153,theophylline,CN1C2=C(C(=O)N(C1=O)C)NC=N2,apoplexy,CID000003405,2-[[4-[(2-amino-4-oxo-1H-pteridin-6-yl)methylamino]benzoyl]amino]pentanedioic acid,C1=CC(=CC=C1C(=O)NC(CCC(=O)O)C(=O)O)NCC2=CN=C3C(=N2)C(=O)N=C(N3)N
CID000002153,theophylline,CN1C2=C(C(=O)N(C1=O)C)NC=N2,loss of weight,CID000003676,lidocaine,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C
CID000002153,theophylline,CN1C2=C(C(=O)N(C1=O)C)NC=N2,apoplexy,CID000005358,sumatriptan,CNS(=O)(=O)CC1=CC2=C(C=C1)NC=C2CCN(C)C
CID000002153,theophylline,CN1C2=C(C(=O)N(C1=O)C)NC=N2,respiratory alkalosis,CID000003780,"D-Glucitol, 1,4:3,6-dianhydro-, 2,5-dinitrate",C1C(C2C(O1)C(CO2)O[N+](=O)[O-])O[N+](=O)[O-]
CID000002153,theophylline,CN1C2=C(C(=O)N(C1=O)C)NC=N2,apoplexy,CID000003333,felodipine,CCOC(=O)C1=C(NC(=C(C1C2=C(C(=CC=C2)Cl)Cl)C(=O)OC)C)C
CID000002153,theophylline,CN1C2=C(C(=O)N(C1=O)C)NC=N2,gastric inflammation,CID000003339,fenofibrate,CC(C)OC(=O)C(C)(C)OC1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)Cl
CID000002153,theophylline,CN1C2=C(C(=O)N(C1=O)C)NC=N2,apoplexy,CID000002806,90055-48-4,COC(=O)C(C1=CC=CC=C1Cl)N2CCC3=C(C2)C=CS3
CID000002153,theophylline,CN1C2=C(C(=O)N(C1=O)C)NC=N2,apoplexy,CID000002803,clonidine,C1CN=C(N1)NC2=C(C=CC=C2Cl)Cl
CID000002153,theophylline,CN1C2=C(C(=O)N(C1=O)C)NC=N2,gastric inflammation,CID000002405,BISOPROLOL,CC(C)NCC(COC1=CC=C(C=C1)COCCOC(C)C)O
CID000002153,theophylline,CN1C2=C(C(=O)N(C1=O)C)NC=N2,myelodysplasia,CID000004889,Pravastatin Impurity A,CCC(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC(CC(CC(=O)O)O)O)O
CID000002153,theophylline,CN1C2=C(C(=O)N(C1=O)C)NC=N2,cholecystitis,CID000004927,promethazine,CC(CN1C2=CC=CC=C2SC3=CC=CC=C31)N(C)C
CID000002153,theophylline,CN1C2=C(C(=O)N(C1=O)C)NC=N2,gastric inflammation,CID000002771,citalopram,CN(C)CCCC1(C2=C(CO1)C=C(C=C2)C#N)C3=CC=C(C=C3)F
CID000002153,theophylline,CN1C2=C(C(=O)N(C1=O)C)NC=N2,gastric inflammation,CID000003345,fentanyl,CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3
CID000002153,theophylline,CN1C2=C(C(=O)N(C1=O)C)NC=N2,apoplexy,CID000003890,TRANS (15S)-LATANOPROST,CC(C)OC(=O)CCCC=CCC1C(CC(C1CCC(CCC2=CC=CC=C2)O)O)O
CID000002153,theophylline,CN1C2=C(C(=O)N(C1=O)C)NC=N2,hypochloraemia,CID000005073,risperidone,CC1=C(C(=O)N2CCCCC2=N1)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F
CID000002153,theophylline,CN1C2=C(C(=O)N(C1=O)C)NC=N2,cholecystitis,CID000002541,candesartan,CCOC1=NC2=CC=CC(=C2N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5)C(=O)O
CID000002153,theophylline,CN1C2=C(C(=O)N(C1=O)C)NC=N2,gastric inflammation,CID000003516,guaifenesin,COC1=CC=CC=C1OCC(CO)O
CID000002153,theophylline,CN1C2=C(C(=O)N(C1=O)C)NC=N2,cholecystitis,CID000005732,zolpidem,CC1=CC=C(C=C1)C2=C(N3C=C(C=CC3=N2)C)CC(=O)N(C)C
CID000002153,theophylline,CN1C2=C(C(=O)N(C1=O)C)NC=N2,allergic dermatitis,CID000003410,formoterol,CC(CC1=CC=C(C=C1)OC)NCC(C2=CC(=C(C=C2)O)NC=O)O
CID000002153,theophylline,CN1C2=C(C(=O)N(C1=O)C)NC=N2,malnourished,CID000003062,Lanicor,CC1C(C(CC(O1)OC2C(OC(CC2O)OC3C(OC(CC3O)OC4CCC5(C(C4)CCC6C5CC(C7(C6(CCC7C8=CC(=O)OC8)O)C)O)C)C)C)O)O
CID000002153,theophylline,CN1C2=C(C(=O)N(C1=O)C)NC=N2,gastric inflammation,CID000005512,124936-74-9,CC1=CC(=C(C=C1)O)C(CCN(C(C)C)C(C)C)C2=CC=CC=C2
CID000002153,theophylline,CN1C2=C(C(=O)N(C1=O)C)NC=N2,back injury,CID000003325,famotidine,C1=C(N=C(S1)N=C(N)N)CSCCC(=NS(=O)(=O)N)N
CID000002153,theophylline,CN1C2=C(C(=O)N(C1=O)C)NC=N2,eruption,CID000003827,ketotifen,CN1CCC(=C2C3=C(C(=O)CC4=CC=CC=C42)SC=C3)CC1
CID000002153,theophylline,CN1C2=C(C(=O)N(C1=O)C)NC=N2,cholecystitis,CID000004691,"3-(1,3-benzodioxol-5-yloxymethyl)-4-(4-fluorophenyl)piperidine",C1CNCC(C1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4
CID000002153,theophylline,CN1C2=C(C(=O)N(C1=O)C)NC=N2,respiratory alkalosis,CID000004679,pantoprazole,COC1=C(C(=NC=C1)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC(F)F)OC
CID000002153,theophylline,CN1C2=C(C(=O)N(C1=O)C)NC=N2,stridor,CID000003440,furosemide,C1=COC(=C1)CNC2=CC(=C(C=C2C(=O)O)S(=O)(=O)N)Cl
CID000002153,theophylline,CN1C2=C(C(=O)N(C1=O)C)NC=N2,apoplexy,CID000005152,Salmeterol,C1=CC=C(C=C1)CCCCOCCCCCCNCC(C2=CC(=C(C=C2)O)CO)O
CID000002153,theophylline,CN1C2=C(C(=O)N(C1=O)C)NC=N2,gastric inflammation,CID000005544,Mycolog,CC12CC(C3(C(C1CC(C2(C(=O)CO)O)O)CCC4=CC(=O)C=CC43C)F)O
CID000002153,theophylline,CN1C2=C(C(=O)N(C1=O)C)NC=N2,angiitis,CID000002550,1-(2-methyl-3-sulfanylpropanoyl)pyrrolidine-2-carboxylic acid,CC(CS)C(=O)N1CCCC1C(=O)O
CID000002153,theophylline,CN1C2=C(C(=O)N(C1=O)C)NC=N2,erythema,CID000027686,CHEMBL4088679,C1=CC2=C(C(=C1)OCC(COC3=CC4=C(C=C3)OC(=CC4=O)C(=O)O)O)C(=O)C=C(O2)C(=O)O
CID000002153,theophylline,CN1C2=C(C(=O)N(C1=O)C)NC=N2,apoplexy,CID000004205,mirtazapine,CN1CCN2C(C1)C3=CC=CC=C3CC4=C2N=CC=C4
CID000002153,theophylline,CN1C2=C(C(=O)N(C1=O)C)NC=N2,cholecystitis,CID000003961,losartan,CCCCC1=NC(=C(N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NNN=N4)CO)Cl
CID000002153,theophylline,CN1C2=C(C(=O)N(C1=O)C)NC=N2,abnormal ECG,CID000004170,metolazone,CC1NC2=CC(=C(C=C2C(=O)N1C3=CC=CC=C3C)S(=O)(=O)N)Cl
CID000002153,theophylline,CN1C2=C(C(=O)N(C1=O)C)NC=N2,erythema,CID000004900,Fernisone,CC12CC(=O)C3C(C1CCC2(C(=O)CO)O)CCC4=CC(=O)C=CC34C
CID000002153,theophylline,CN1C2=C(C(=O)N(C1=O)C)NC=N2,apoplexy,CID000003075,"2-[3-acetyloxy-2-(4-methoxyphenyl)-4-oxo-2,3-dihydro-1,5-benzothiazepin-5-yl]ethyl-dimethylazanium",CC(=O)OC1C(SC2=CC=CC=C2N(C1=O)CC[NH+](C)C)C3=CC=C(C=C3)OC
CID000002153,theophylline,CN1C2=C(C(=O)N(C1=O)C)NC=N2,ear infection,CID000004510,nitroglycerin,C(C(CO[N+](=O)[O-])O[N+](=O)[O-])O[N+](=O)[O-]
CID000002153,theophylline,CN1C2=C(C(=O)N(C1=O)C)NC=N2,eosinophilic pneumonia,CID000062924,"S-(fluoromethyl) (6S,9R,10S,11S,13S,14S,16R,17R)-6,9-difluoro-11,17-dihydroxy-10,13,16-trimethyl-3-oxo-6,7,8,11,12,14,15,16-octahydrocyclopenta[a]phenanthrene-17-carbothioate",CC1CC2C3CC(C4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)SCF)O)C)O)F)C)F
CID000002153,theophylline,CN1C2=C(C(=O)N(C1=O)C)NC=N2,back injury,CID000003883,lansoprazole,CC1=C(C=CN=C1CS(=O)C2=NC3=CC=CC=C3N2)OCC(F)(F)F
CID000002153,theophylline,CN1C2=C(C(=O)N(C1=O)C)NC=N2,Adenopathy,CID000003658,hydroxyzine,C1CN(CCN1CCOCCO)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl
CID000002153,theophylline,CN1C2=C(C(=O)N(C1=O)C)NC=N2,eruption,CID000004666,7-Epi Paclitaxel,CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)C6=CC=CC=C6)O)O)OC(=O)C7=CC=CC=C7)(CO4)OC(=O)C)O)C)OC(=O)C
CID000002153,theophylline,CN1C2=C(C(=O)N(C1=O)C)NC=N2,cholecystitis,CID000003937,N~2~-(1-carboxy-3-phenylpropyl)lysylproline,C1CC(N(C1)C(=O)C(CCCCN)NC(CCC2=CC=CC=C2)C(=O)O)C(=O)O
CID000002153,theophylline,CN1C2=C(C(=O)N(C1=O)C)NC=N2,erythema,CID000004173,metronidazole,CC1=NC=C(N1CCO)[N+](=O)[O-]
CID000002153,theophylline,CN1C2=C(C(=O)N(C1=O)C)NC=N2,apoplexy,CID000003749,irbesartan,CCCCC1=NC2(CCCC2)C(=O)N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5
CID000002153,theophylline,CN1C2=C(C(=O)N(C1=O)C)NC=N2,gastric inflammation,CID000170361,Varenicline,C1C2CNCC1C3=CC4=NC=CN=C4C=C23
CID000002153,theophylline,CN1C2=C(C(=O)N(C1=O)C)NC=N2,cholecystitis,CID000004585,"2-methyl-4-(4-methylpiperazin-1-yl)-5H-thieno[3,2-c][1,5]benzodiazepine",CC1=CC2=C(NC3=CC=CC=C3N=C2S1)N4CCN(CC4)C
CID000003345,fentanyl,CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3,atelectasis,CID000152945,Dutasteride?,CC12CCC3C(C1CCC2C(=O)NC4=C(C=CC(=C4)C(F)(F)F)C(F)(F)F)CCC5C3(C=CC(=O)N5)C
CID000003345,fentanyl,CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3,chest pain,CID000004542,norgestrel,CCC12CCC3C(C1CCC2(C#C)O)CCC4=CC(=O)CCC34
CID000003345,fentanyl,CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3,methaemoglobinaemia,CID000004543,nortriptyline,CNCCC=C1C2=CC=CC=C2CCC3=CC=CC=C31
CID000003345,fentanyl,CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3,periodontitis,CID000004819,"2(3H)-Furanone, 3-ethyldihydro-4-[(1-methyl-1H-imidazol-5-yl)methyl]-, (3S-cis)-",CCC1C(COC1=O)CC2=CN=CN2C
CID000003345,fentanyl,CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3,gastric inflammation,CID000005650,N-pentanoyl-N-{[2'-(1H-tetrazol-5-yl)biphenyl-4-yl]methyl}-L-valine,CCCCC(=O)N(CC1=CC=C(C=C1)C2=CC=CC=C2C3=NNN=N3)C(C(C)C)C(=O)O
CID000003345,fentanyl,CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3,apoplexy,CID000003780,"D-Glucitol, 1,4:3,6-dianhydro-, 2,5-dinitrate",C1C(C2C(O1)C(CO2)O[N+](=O)[O-])O[N+](=O)[O-]
